"V1"	"V2"	"complex"	"location_V1"	"location_V2"
"55235"	"UBAP2L"	"TADA2A"	"ATAC complex, YEATS2-linked"	NA	"Nuclear"
"55240"	"TADA2A"	"POLE4"	"ATAC complex, YEATS2-linked"	"Nuclear"	NA
"55241"	"TADA2A"	"POLE3"	"ATAC complex, YEATS2-linked"	"Nuclear"	"Cytosol"
"55246"	"UBAP2L"	"TADA3"	"ATAC complex, YEATS2-linked"	NA	"Nuclear"
"55251"	"TADA3"	"POLE4"	"ATAC complex, YEATS2-linked"	"Nuclear"	NA
"55252"	"TADA3"	"POLE3"	"ATAC complex, YEATS2-linked"	"Nuclear"	"Cytosol"
"55256"	"WDR5"	"UBAP2L"	"ATAC complex, YEATS2-linked"	"Nuclear"	NA
"55261"	"WDR5"	"POLE4"	"ATAC complex, YEATS2-linked"	"Nuclear"	NA
"55262"	"WDR5"	"POLE3"	"ATAC complex, YEATS2-linked"	"Nuclear"	"Cytosol"
"55265"	"UBAP2L"	"DR1"	"ATAC complex, YEATS2-linked"	NA	NA
"55270"	"POLE4"	"DR1"	"ATAC complex, YEATS2-linked"	NA	NA
"55271"	"POLE3"	"DR1"	"ATAC complex, YEATS2-linked"	"Cytosol"	NA
"55274"	"ZZZ3"	"UBAP2L"	"ATAC complex, YEATS2-linked"	"Nuclear"	NA
"55275"	"UBAP2L"	"KAT2A"	"ATAC complex, YEATS2-linked"	NA	"Nuclear"
"55276"	"UBAP2L"	"SGF29"	"ATAC complex, YEATS2-linked"	NA	NA
"55277"	"UBAP2L"	"KAT14"	"ATAC complex, YEATS2-linked"	NA	"Nuclear"
"55278"	"UBAP2L"	"POLE4"	"ATAC complex, YEATS2-linked"	NA	NA
"55279"	"UBAP2L"	"POLE3"	"ATAC complex, YEATS2-linked"	NA	"Cytosol"
"55280"	"UBAP2L"	"MBIP"	"ATAC complex, YEATS2-linked"	NA	"Nuclear"
"55281"	"YEATS2"	"UBAP2L"	"ATAC complex, YEATS2-linked"	"Nuclear"	NA
"55285"	"ZZZ3"	"POLE4"	"ATAC complex, YEATS2-linked"	"Nuclear"	NA
"55286"	"ZZZ3"	"POLE3"	"ATAC complex, YEATS2-linked"	"Nuclear"	"Cytosol"
"55291"	"POLE4"	"KAT2A"	"ATAC complex, YEATS2-linked"	NA	"Nuclear"
"55292"	"POLE3"	"KAT2A"	"ATAC complex, YEATS2-linked"	"Cytosol"	"Nuclear"
"55296"	"SGF29"	"POLE4"	"ATAC complex, YEATS2-linked"	NA	NA
"55297"	"SGF29"	"POLE3"	"ATAC complex, YEATS2-linked"	NA	"Cytosol"
"55300"	"POLE4"	"KAT14"	"ATAC complex, YEATS2-linked"	NA	"Nuclear"
"55301"	"POLE3"	"KAT14"	"ATAC complex, YEATS2-linked"	"Cytosol"	"Nuclear"
"55305"	"POLE4"	"MBIP"	"ATAC complex, YEATS2-linked"	NA	"Nuclear"
"55306"	"YEATS2"	"POLE4"	"ATAC complex, YEATS2-linked"	"Nuclear"	NA
"55307"	"POLE3"	"MBIP"	"ATAC complex, YEATS2-linked"	"Cytosol"	"Nuclear"
"55308"	"YEATS2"	"POLE3"	"ATAC complex, YEATS2-linked"	"Nuclear"	"Cytosol"
"55310"	"SUFU"	"GLIS3"	"GLIS3-SUFU complex"	"Cytosol"	NA
"55311"	"NEDD4"	"AP3B1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55312"	"CAPZB"	"AP3B1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55313"	"DNM2"	"AP3B1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55314"	"CAPZA1"	"AP3B1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55315"	"CLTC"	"AP3B1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55316"	"WASHC5"	"AP3B1"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55317"	"WASHC4"	"AP3B1"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55318"	"FKBP15"	"AP3B1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55319"	"WASHC2A"	"AP3B1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55320"	"ARHGEF1"	"AP3B1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55321"	"ARHGEF2"	"AP3B1"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55322"	"DOCK7"	"AP3B1"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55323"	"PI4K2A"	"AP3B1"	"PI4K2A-WASH complex"	"Secretory"	"Cytosol"
"55324"	"NEDD4"	"CAPZB"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55325"	"NEDD4"	"DNM2"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55326"	"NEDD4"	"CAPZA1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55327"	"NEDD4"	"CLTC"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55328"	"WASHC5"	"NEDD4"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55329"	"WASHC4"	"NEDD4"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55330"	"NEDD4"	"FKBP15"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55331"	"WASHC2A"	"NEDD4"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55332"	"NEDD4"	"ARHGEF1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55333"	"NEDD4"	"ARHGEF2"	"PI4K2A-WASH complex"	"Cytosol"	NA
"55334"	"NEDD4"	"DOCK7"	"PI4K2A-WASH complex"	"Cytosol"	NA
"55335"	"PI4K2A"	"NEDD4"	"PI4K2A-WASH complex"	"Secretory"	"Cytosol"
"55336"	"DNM2"	"CAPZB"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55338"	"CLTC"	"CAPZB"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55341"	"FKBP15"	"CAPZB"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55342"	"WASHC2A"	"CAPZB"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55343"	"CAPZB"	"ARHGEF1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55344"	"CAPZB"	"ARHGEF2"	"PI4K2A-WASH complex"	"Cytosol"	NA
"55345"	"DOCK7"	"CAPZB"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55346"	"PI4K2A"	"CAPZB"	"PI4K2A-WASH complex"	"Secretory"	"Cytosol"
"55347"	"DNM2"	"CAPZA1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55348"	"DNM2"	"CLTC"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55349"	"WASHC5"	"DNM2"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55350"	"WASHC4"	"DNM2"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55351"	"FKBP15"	"DNM2"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55352"	"WASHC2A"	"DNM2"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55353"	"DNM2"	"ARHGEF1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55354"	"DNM2"	"ARHGEF2"	"PI4K2A-WASH complex"	"Cytosol"	NA
"55355"	"DOCK7"	"DNM2"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55356"	"PI4K2A"	"DNM2"	"PI4K2A-WASH complex"	"Secretory"	"Cytosol"
"55357"	"CLTC"	"CAPZA1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55360"	"FKBP15"	"CAPZA1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55361"	"WASHC2A"	"CAPZA1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55362"	"CAPZA1"	"ARHGEF1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55363"	"CAPZA1"	"ARHGEF2"	"PI4K2A-WASH complex"	"Cytosol"	NA
"55364"	"DOCK7"	"CAPZA1"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55365"	"PI4K2A"	"CAPZA1"	"PI4K2A-WASH complex"	"Secretory"	"Cytosol"
"55366"	"WASHC5"	"CLTC"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55367"	"WASHC4"	"CLTC"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55368"	"FKBP15"	"CLTC"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55369"	"WASHC2A"	"CLTC"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55370"	"CLTC"	"ARHGEF1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55371"	"CLTC"	"ARHGEF2"	"PI4K2A-WASH complex"	"Cytosol"	NA
"55372"	"DOCK7"	"CLTC"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55373"	"PI4K2A"	"CLTC"	"PI4K2A-WASH complex"	"Secretory"	"Cytosol"
"55375"	"WASHC5"	"FKBP15"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55376"	"WASHC5"	"WASHC2A"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55377"	"WASHC5"	"ARHGEF1"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55378"	"WASHC5"	"ARHGEF2"	"PI4K2A-WASH complex"	NA	NA
"55379"	"WASHC5"	"DOCK7"	"PI4K2A-WASH complex"	NA	NA
"55380"	"WASHC5"	"PI4K2A"	"PI4K2A-WASH complex"	NA	"Secretory"
"55381"	"WASHC4"	"FKBP15"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55382"	"WASHC4"	"WASHC2A"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55383"	"WASHC4"	"ARHGEF1"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55384"	"WASHC4"	"ARHGEF2"	"PI4K2A-WASH complex"	NA	NA
"55385"	"WASHC4"	"DOCK7"	"PI4K2A-WASH complex"	NA	NA
"55386"	"WASHC4"	"PI4K2A"	"PI4K2A-WASH complex"	NA	"Secretory"
"55387"	"WASHC2A"	"FKBP15"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55388"	"FKBP15"	"ARHGEF1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55389"	"FKBP15"	"ARHGEF2"	"PI4K2A-WASH complex"	"Cytosol"	NA
"55390"	"FKBP15"	"DOCK7"	"PI4K2A-WASH complex"	"Cytosol"	NA
"55391"	"PI4K2A"	"FKBP15"	"PI4K2A-WASH complex"	"Secretory"	"Cytosol"
"55392"	"WASHC2A"	"ARHGEF1"	"PI4K2A-WASH complex"	"Cytosol"	"Cytosol"
"55393"	"WASHC2A"	"ARHGEF2"	"PI4K2A-WASH complex"	"Cytosol"	NA
"55394"	"WASHC2A"	"DOCK7"	"PI4K2A-WASH complex"	"Cytosol"	NA
"55395"	"WASHC2A"	"PI4K2A"	"PI4K2A-WASH complex"	"Cytosol"	"Secretory"
"55396"	"ARHGEF2"	"ARHGEF1"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55397"	"DOCK7"	"ARHGEF1"	"PI4K2A-WASH complex"	NA	"Cytosol"
"55398"	"PI4K2A"	"ARHGEF1"	"PI4K2A-WASH complex"	"Secretory"	"Cytosol"
"55399"	"DOCK7"	"ARHGEF2"	"PI4K2A-WASH complex"	NA	NA
"55400"	"PI4K2A"	"ARHGEF2"	"PI4K2A-WASH complex"	"Secretory"	NA
"55401"	"PI4K2A"	"DOCK7"	"PI4K2A-WASH complex"	"Secretory"	NA
"55402"	"PRDX1"	"PI4K2A"	"PI4K2A-PRDX1 complex"	"Cytosol"	"Secretory"
"55403"	"YWHAQ"	"WWTR1"	"WWTR1-YWHAQ complex"	"Cytosol"	"Cytosol"
"55404"	"GLIS2"	"CTNNB1"	"CTNNB1-GLIS2 complex"	NA	NA
"55405"	"NPHP4"	"DVL2"	"DVL2-INVS-NPHP4-RPGRIP1L complex"	NA	"Cytosol"
"55406"	"RPGRIP1L"	"DVL2"	"DVL2-INVS-NPHP4-RPGRIP1L complex"	NA	"Cytosol"
"55407"	"INVS"	"DVL2"	"DVL2-INVS-NPHP4-RPGRIP1L complex"	NA	"Cytosol"
"55408"	"RPGRIP1L"	"NPHP4"	"DVL2-INVS-NPHP4-RPGRIP1L complex"	NA	NA
"55409"	"NPHP4"	"INVS"	"DVL2-INVS-NPHP4-RPGRIP1L complex"	NA	NA
"55410"	"RPGRIP1L"	"INVS"	"DVL2-INVS-NPHP4-RPGRIP1L complex"	NA	NA
"55411"	"TMEM67"	"MKS1"	"MKS1-TMEM67 complex"	"Secretory"	NA
"55412"	"TMEM67"	"SYNE2"	"SYNE2-TMEM67 complex"	"Secretory"	"Nuclear"
"55413"	"TNFRSF1B"	"TNF"	"TNFR2 signaling complex"	NA	NA
"55414"	"XPNPEP3"	"TNF"	"TNFR2 signaling complex"	NA	NA
"55415"	"XPNPEP3"	"TNFRSF1B"	"TNFR2 signaling complex"	NA	NA
"55416"	"TRAF3IP1"	"IL13RA1"	"IL13RA1-TRAF3IP1 complex"	"Cytosol"	"Secretory"
"55417"	"TRIM32"	"GLIS2"	"GLIS2-TRIM32 complex"	NA	NA
"55418"	"TRIM32"	"DTNBP1"	"DTNBP1-TRIM32 complex"	NA	"Cytosol"
"55421"	"PI4K2A"	"BLOC1S6"	"PI4K2A-PLDN complex"	"Secretory"	"Cytosol"
"55422"	"PI4K2A"	"DVL1"	"DVL1-PI4K2A complex"	"Secretory"	NA
"55424"	"PIP5K1B"	"DVL1"	"DVL1-PIP5K1B-PI4K2A complex"	NA	NA
"55426"	"PIP5K1B"	"PI4K2A"	"DVL1-PIP5K1B-PI4K2A complex"	NA	"Secretory"
"55427"	"NHERF1"	"CXCR2"	"CXCR2-NHERF1-PLC-beta-3 complex"	"Cytosol"	NA
"55428"	"PLCB3"	"NHERF1"	"CXCR2-NHERF1-PLC-beta-3 complex"	"Cytosol"	"Cytosol"
"55429"	"PLCB3"	"CXCR2"	"CXCR2-NHERF1-PLC-beta-3 complex"	"Cytosol"	NA
"55430"	"TUBB"	"TUBA1A"	"TBCD-tubulin(alpha)-tubulin(beta) complex"	"Cytosol"	NA
"55431"	"TUBB"	"TBCD"	"TBCD-tubulin(alpha)-tubulin(beta) complex"	"Cytosol"	"Cytosol"
"55432"	"TUBA1A"	"TBCD"	"TBCD-tubulin(alpha)-tubulin(beta) complex"	NA	"Cytosol"
"55433"	"KCNQ1"	"KCNE2"	"KCNQ1-KCNE2 complex"	NA	NA
"55434"	"KCNQ1"	"KCNE3"	"KCNQ1-KCNE3 complex"	NA	NA
"55435"	"HSP90AB1"	"CAPN1"	"CAPN1-HSP90AB1 complex"	"Cytosol"	"Cytosol"
"55437"	"KCNQ1"	"KCNE4"	"KCNQ1-KCNE4 complex"	NA	NA
"55438"	"KCNQ1"	"KCNE5"	"KCNQ1-KCNE5 complex"	NA	NA
"55439"	"CAPNS1"	"CAPN1"	"Calpain 1"	"Cytosol"	"Cytosol"
"55440"	"KCNQ3"	"KCNQ2"	"KCNQ2-KCNQ3 complex"	NA	NA
"55441"	"TUBB"	"ARL2"	"TBCD-ARL2-tubulin(beta) complex"	"Cytosol"	"Cytosol"
"55444"	"TUBA1A"	"TBCE"	"TBCE-TBCB-tubulin(alpha) complex"	NA	"Cytosol"
"55445"	"TBCE"	"TBCB"	"TBCE-TBCB-tubulin(alpha) complex"	"Cytosol"	"Cytosol"
"55446"	"TUBA1A"	"TBCB"	"TBCE-TBCB-tubulin(alpha) complex"	NA	"Cytosol"
"55448"	"TUBB"	"TBCE"	"TBCD-ARL2-tubulin(beta)-TBCE complex"	"Cytosol"	"Cytosol"
"55450"	"TBCE"	"ARL2"	"TBCD-ARL2-tubulin(beta)-TBCE complex"	"Cytosol"	"Cytosol"
"55452"	"TBCE"	"TBCD"	"TBCD-ARL2-tubulin(beta)-TBCE complex"	"Cytosol"	"Cytosol"
"55453"	"STK4"	"STK3"	"DLG5-MST1-MST2 complex"	"Cytosol"	"Cytosol"
"55454"	"STK4"	"DLG5"	"DLG5-MST1-MST2 complex"	"Cytosol"	NA
"55455"	"STK3"	"DLG5"	"DLG5-MST1-MST2 complex"	"Cytosol"	NA
"55456"	"KCNQ5"	"KCNQ3"	"KCNQ3-KCNQ5 complex"	"Secretory"	NA
"55457"	"KCNQ4"	"CALM1"	"CALM1-KCNQ4(splice variant 1) complex"	NA	NA
"55458"	"KCNQ4"	"CAL"	"CALM1-KCNQ4(splice variant 1) complex"	NA	NA
"55460"	"FLNA"	"FILIP1"	"FILIP1-FLNA complex"	"Cytosol"	NA
"55461"	"RHOD"	"FILIP1"	"FILIP1-RhoD complex"	"Secretory"	NA
"55462"	"WHAMM"	"RHOD"	"WHAMM-RhoD complex"	"Cytosol"	"Secretory"
"55463"	"WHAMM"	"ACTR3"	"ARP3-WHAMM complex"	"Cytosol"	"Cytosol"
"55464"	"GRIPAP1"	"GRIP1"	"GRASP1-GRIP1 complex"	"Cytosol"	"Cytosol"
"55467"	"RHNO1"	"RAD1"	"9-1-1-RHINO complex"	NA	NA
"55469"	"RHNO1"	"HUS1"	"9-1-1-RHINO complex"	NA	NA
"55470"	"RHNO1"	"RAD9A"	"9-1-1-RHINO complex"	NA	"Nuclear"
"55471"	"IQGAP1"	"CXCR2"	"IQGAP1-CXCR2 complex"	"Cytosol"	NA
"55472"	"YWHAG"	"CXCR2"	"14-3-3 gamma-CXCR2 complex, unstimulated"	"Cytosol"	NA
"55473"	"VASP"	"CXCR2"	"VASP-CXCR2 complex, CXCL8 stimulated"	"Cytosol"	NA
"55474"	"TOPBP1"	"RHNO1"	"RHINO-TopBP1 complex"	"Nuclear"	NA
"55476"	"RAD9B"	"RAD1"	"9b-1-1 complex"	NA	NA
"55477"	"RAD9B"	"HUS1"	"9b-1-1 complex"	NA	NA
"55479"	"RAD1"	"HUS1B"	"9b-1b-1 complex"	NA	NA
"55480"	"RAD9B"	"HUS1B"	"9b-1b-1 complex"	NA	NA
"55481"	"SIGMAR1"	"KCNH2"	"SIGMAR1-KCNH2 complex"	NA	NA
"55482"	"PRAME"	"CUL2"	"PRAME-Cullin2 ubiquitin ligase complex"	NA	"Cytosol"
"55483"	"PCNA"	"H2AC20"	"H2A-H2B-TDIF2-PCNA complex"	NA	NA
"55484"	"PCNA"	"H2BC21"	"H2A-H2B-TDIF2-PCNA complex"	NA	NA
"55485"	"PCNA"	"DNTTIP2"	"H2A-H2B-TDIF2-PCNA complex"	NA	"Nuclear"
"55489"	"PRAME"	"ELOC"	"PRAME-ElonginBC ubiquitin ligase"	NA	"Cytosol"
"55490"	"PRAME"	"ELOB"	"PRAME-ElonginBC ubiquitin ligase"	NA	"Cytosol"
"55492"	"INPP5E"	"AURKA"	"AURKA-INPP5E complex"	NA	"Cytosol"
"55493"	"RPGR"	"PDE6D"	"INPP5E-PDE6D-RPGR complex"	"Cytosol"	"Cytosol"
"55494"	"PDE6D"	"INPP5E"	"INPP5E-PDE6D-RPGR complex"	"Cytosol"	NA
"55495"	"RPGR"	"INPP5E"	"INPP5E-PDE6D-RPGR complex"	"Cytosol"	NA
"55497"	"SMG1"	"EIF4A3"	"SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex"	"Cytosol"	"Nuclear"
"55499"	"UPF2"	"EIF4A3"	"SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex"	"Cytosol"	"Nuclear"
"55501"	"SMG1"	"MAGOH"	"SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex"	"Cytosol"	"Cytosol"
"55503"	"UPF2"	"MAGOH"	"SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex"	"Cytosol"	"Cytosol"
"55505"	"UPF3B"	"SMG1"	"SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex"	NA	"Cytosol"
"55506"	"UPF2"	"SMG1"	"SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex"	"Cytosol"	"Cytosol"
"55507"	"SMG1"	"RBM8A"	"SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex"	"Cytosol"	NA
"55511"	"HAP1"	"AHI1"	"AHI1-HAP1 complex"	NA	"Cytosol"
"55512"	"LRRC26"	"KCNMA1"	"KCNMA1-LRRC26 complex"	NA	"Secretory"
"55513"	"NPHP1"	"AHI1"	"AHI1-NPHP1 heterotetramer"	"Cytosol"	"Cytosol"
"55515"	"SZT2"	"SEC13"	"SOG complex"	"Cytosol"	"Cytosol"
"55521"	"SZT2"	"NPRL3"	"SOG complex"	"Cytosol"	"Cytosol"
"55527"	"WDR59"	"SZT2"	"SOG complex"	NA	"Cytosol"
"55528"	"SZT2"	"NPRL2"	"SOG complex"	"Cytosol"	"Cytosol"
"55529"	"SZT2"	"SEH1L"	"SOG complex"	"Cytosol"	"Nuclear"
"55530"	"WDR24"	"SZT2"	"SOG complex"	"Nuclear"	"Cytosol"
"55531"	"SZT2"	"MIOS"	"SOG complex"	"Cytosol"	NA
"55542"	"SZT2"	"ITFG2"	"KICSTOR complex"	"Cytosol"	"Cytosol"
"55543"	"SZT2"	"KICS2"	"KICSTOR complex"	"Cytosol"	"Cytosol"
"55544"	"SZT2"	"KPTN"	"KICSTOR complex"	"Cytosol"	"Cytosol"
"55545"	"KICS2"	"ITFG2"	"KICSTOR complex"	"Cytosol"	"Cytosol"
"55546"	"KPTN"	"ITFG2"	"KICSTOR complex"	"Cytosol"	"Cytosol"
"55547"	"KPTN"	"KICS2"	"KICSTOR complex"	"Cytosol"	"Cytosol"
"55550"	"RASA1"	"AURKB"	"RasGAP-AURKB-survivin complex"	"Cytosol"	"Nuclear"
"55551"	"IL10RB"	"IL10RA"	"IL10 receptor"	"Secretory"	NA
"55553"	"CNOT9"	"CNOT1"	"CCR4-NOT complex"	NA	NA
"55554"	"CNOT6L"	"CNOT1"	"CCR4-NOT complex"	NA	NA
"55555"	"CNOT10"	"CNOT1"	"CCR4-NOT complex"	NA	NA
"55557"	"CNOT7"	"CNOT1"	"CCR4-NOT complex"	"Nuclear"	NA
"55558"	"CNOT11"	"CNOT1"	"CCR4-NOT complex"	NA	NA
"55559"	"CNOT6"	"CNOT1"	"CCR4-NOT complex"	NA	NA
"55560"	"CNOT9"	"CNOT3"	"CCR4-NOT complex"	NA	NA
"55561"	"CNOT6L"	"CNOT3"	"CCR4-NOT complex"	NA	NA
"55562"	"CNOT3"	"CNOT10"	"CCR4-NOT complex"	NA	NA
"55564"	"CNOT7"	"CNOT3"	"CCR4-NOT complex"	"Nuclear"	NA
"55565"	"CNOT3"	"CNOT11"	"CCR4-NOT complex"	NA	NA
"55566"	"CNOT6"	"CNOT3"	"CCR4-NOT complex"	NA	NA
"55567"	"CNOT9"	"CNOT6L"	"CCR4-NOT complex"	NA	NA
"55568"	"CNOT9"	"CNOT10"	"CCR4-NOT complex"	NA	NA
"55569"	"CNOT9"	"CNOT2"	"CCR4-NOT complex"	NA	"Nuclear"
"55570"	"CNOT9"	"CNOT7"	"CCR4-NOT complex"	NA	"Nuclear"
"55571"	"CNOT9"	"CNOT11"	"CCR4-NOT complex"	NA	NA
"55572"	"CNOT9"	"CNOT6"	"CCR4-NOT complex"	NA	NA
"55573"	"CNOT6L"	"CNOT10"	"CCR4-NOT complex"	NA	NA
"55574"	"CNOT6L"	"CNOT2"	"CCR4-NOT complex"	NA	"Nuclear"
"55575"	"CNOT7"	"CNOT6L"	"CCR4-NOT complex"	"Nuclear"	NA
"55576"	"CNOT6L"	"CNOT11"	"CCR4-NOT complex"	NA	NA
"55577"	"CNOT6L"	"CNOT6"	"CCR4-NOT complex"	NA	NA
"55578"	"CNOT2"	"CNOT10"	"CCR4-NOT complex"	"Nuclear"	NA
"55579"	"CNOT7"	"CNOT10"	"CCR4-NOT complex"	"Nuclear"	NA
"55580"	"CNOT11"	"CNOT10"	"CCR4-NOT complex"	NA	NA
"55581"	"CNOT6"	"CNOT10"	"CCR4-NOT complex"	NA	NA
"55582"	"CNOT7"	"CNOT2"	"CCR4-NOT complex"	"Nuclear"	"Nuclear"
"55583"	"CNOT2"	"CNOT11"	"CCR4-NOT complex"	"Nuclear"	NA
"55584"	"CNOT6"	"CNOT2"	"CCR4-NOT complex"	NA	"Nuclear"
"55585"	"CNOT7"	"CNOT11"	"CCR4-NOT complex"	"Nuclear"	NA
"55586"	"CNOT7"	"CNOT6"	"CCR4-NOT complex"	"Nuclear"	NA
"55587"	"CNOT6"	"CNOT11"	"CCR4-NOT complex"	NA	NA
"55588"	"TBX20"	"TBX18"	"TBX20-TBX18 repressor complex"	NA	NA
"55589"	"TLE1"	"TBX20"	"TBX20-TLE1 repressor complex"	"Nuclear"	NA
"55590"	"TLE3"	"TBX20"	"TBX20-TLE3 repressor complex"	"Nuclear"	NA
"55591"	"TBX20"	"HDAC2"	"TBX20-HDAC2 repressor complex"	NA	"Nuclear"
"55592"	"SCRIB"	"NOS1AP"	"SCRIB-NOS1AP-VANGL1 complex"	"Mito"	"Mito"
"55593"	"VANGL1"	"NOS1AP"	"SCRIB-NOS1AP-VANGL1 complex"	"Secretory"	"Mito"
"55594"	"VANGL1"	"SCRIB"	"SCRIB-NOS1AP-VANGL1 complex"	"Secretory"	"Mito"
"55596"	"SCRIB"	"PAK1"	"SCRIB-GIT1-ARHGEF7-PAK1 complex"	"Mito"	"Cytosol"
"55601"	"UBR4"	"UBE2A"	"RAD6A-KCMF1-UBR4 complex"	"Cytosol"	"Cytosol"
"55602"	"UBE2A"	"KCMF1"	"RAD6A-KCMF1-UBR4 complex"	"Cytosol"	"Cytosol"
"55603"	"UBR4"	"KCMF1"	"RAD6A-KCMF1-UBR4 complex"	"Cytosol"	"Cytosol"
"55604"	"VDAC1"	"PPIF"	"mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1)"	"Mito"	NA
"55605"	"VDAC1"	"SPG7"	"mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1)"	"Mito"	"Mito"
"55606"	"SPG7"	"PPIF"	"mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1)"	"Mito"	NA
"55607"	"PODXL"	"EZR"	"CLIC5A-EZR-PODXL complex"	"Secretory"	"Cytosol"
"55608"	"PODXL"	"CLIC5"	"CLIC5A-EZR-PODXL complex"	"Secretory"	NA
"55609"	"EZR"	"CLIC5"	"CLIC5A-EZR-PODXL complex"	"Cytosol"	NA
"55610"	"NHERF2"	"EZR"	"SCHIP1-EZR-NHERF2 complex"	"Secretory"	"Cytosol"
"55611"	"SCHIP1"	"EZR"	"SCHIP1-EZR-NHERF2 complex"	NA	"Cytosol"
"55612"	"SCHIP1"	"NHERF2"	"SCHIP1-EZR-NHERF2 complex"	NA	"Secretory"
"55613"	"SLC9A3"	"ACTN4"	"NHE3-NHERF2-ACTN4, Ca(2+) induced"	NA	"Nuclear"
"55614"	"NHERF2"	"ACTN4"	"NHE3-NHERF2-ACTN4, Ca(2+) induced"	"Secretory"	"Nuclear"
"55615"	"SLC9A3"	"NHERF2"	"NHE3-NHERF2-ACTN4, Ca(2+) induced"	NA	"Secretory"
"55616"	"NHERF1"	"ACTN4"	"SLC9A3R1-ACTN4 complex"	"Cytosol"	"Nuclear"
"55617"	"NHERF1"	"EGFR"	"PTEN-NHERF1-EGFR complex"	"Cytosol"	"Secretory"
"55618"	"PTEN"	"NHERF1"	"PTEN-NHERF1-EGFR complex"	"Cytosol"	"Cytosol"
"55619"	"PTEN"	"EGFR"	"PTEN-NHERF1-EGFR complex"	"Cytosol"	"Secretory"
