"X..Interactor.1.uniprot.id"	"Interactor.1.Ensembl.gene.id"	"Interactor.1.Entrez.Gene.id"	"Interactor.2.uniprot.id"	"Interactor.2.Ensembl.gene.id"	"Interactor.2.Entrez.Gene.id"	"Interaction.type"	"Interaction.context"	"Pubmed.references"	"gene_symbol1"	"gene_symbol2"
"280"	"Q7Z3Y8"	"ENSEMBL:ENST00000301656|ENSEMBL:ENSP00000301656|ENSEMBL:ENSG00000171446"	"-"	"P20930"	"ENSEMBL:ENST00000368799|ENSEMBL:ENSP00000357789|ENSEMBL:ENSG00000143631"	"-"	"physical association"	"reactome:R-HSA-6814323"	"7543090"	"KRT27"	"FLG"
"282"	"Q7Z3Y7"	"ENSEMBL:ENST00000306658|ENSEMBL:ENSP00000305263|ENSEMBL:ENSG00000173908"	"-"	"Q7Z3Y8"	"ENSEMBL:ENST00000301656|ENSEMBL:ENSP00000301656|ENSEMBL:ENSG00000171446"	"-"	"physical association"	"reactome:R-HSA-6814323"	"7543090"	"KRT28"	"KRT27"
"283"	"Q7Z3Y9"	"ENSEMBL:ENST00000335552|ENSEMBL:ENSP00000334798|ENSEMBL:ENSG00000186393"	"-"	"Q7Z3Y8"	"ENSEMBL:ENST00000301656|ENSEMBL:ENSP00000301656|ENSEMBL:ENSG00000171446"	"-"	"physical association"	"reactome:R-HSA-6814323"	"7543090"	"KRT27"	"KRT26"
"291"	"P01242"	"ENSEMBL:ENST00000423893|ENSEMBL:ENST00000449787|ENSEMBL:ENST00000456543|ENSEMBL:ENST00000332800|ENSEMBL:ENSP00000394122|ENSEMBL:ENSP00000410618|ENSEMBL:ENSP00000333157|ENSEMBL:ENSP00000409294|ENSEMBL:ENSG00000136487"	"-"	"P01241"	"ENSEMBL:ENST00000351388|ENSEMBL:ENST00000323322|ENSEMBL:ENST00000458650|ENSEMBL:ENSP00000312673|ENSEMBL:ENSP00000343791|ENSEMBL:ENSP00000408486|ENSEMBL:ENSG00000259384"	"-"	"physical association"	"reactome:R-HSA-982799"	""	"GH2"	"GH1"
"295"	"P11142"	"ENSEMBL:ENSG00000109971|ENSEMBL:ENST00000227378|ENSEMBL:ENST00000453788|ENSEMBL:ENST00000532636|ENSEMBL:ENST00000534624|ENSEMBL:ENSP00000437125|ENSEMBL:ENSP00000227378|ENSEMBL:ENSP00000432083|ENSEMBL:ENSP00000404372"	"-"	"P07900"	"ENSEMBL:ENSG00000080824|ENSEMBL:ENST00000216281|ENSEMBL:ENST00000334701|ENSEMBL:ENSP00000335153|ENSEMBL:ENSP00000216281"	"-"	"physical association"	"reactome:R-HSA-9626247"	"18644871"	"HSPA8"	"HSP90AA1"
"296"	"P11142"	"ENSEMBL:ENSG00000109971|ENSEMBL:ENST00000227378|ENSEMBL:ENST00000453788|ENSEMBL:ENST00000532636|ENSEMBL:ENST00000534624|ENSEMBL:ENSP00000437125|ENSEMBL:ENSP00000227378|ENSEMBL:ENSP00000432083|ENSEMBL:ENSP00000404372"	"-"	"P08238"	"ENSEMBL:ENSG00000096384|ENSEMBL:ENST00000371646|ENSEMBL:ENST00000620073|ENSEMBL:ENST00000353801|ENSEMBL:ENST00000371554|ENSEMBL:ENSP00000481908|ENSEMBL:ENSP00000325875|ENSEMBL:ENSP00000360709|ENSEMBL:ENSP00000360609"	"-"	"physical association"	"reactome:R-HSA-9626247"	"18644871"	"HSPA8"	"HSP90AB1"
"297"	"P08238"	"ENSEMBL:ENSG00000096384|ENSEMBL:ENST00000371646|ENSEMBL:ENST00000620073|ENSEMBL:ENST00000353801|ENSEMBL:ENST00000371554|ENSEMBL:ENSP00000481908|ENSEMBL:ENSP00000325875|ENSEMBL:ENSP00000360709|ENSEMBL:ENSP00000360609"	"-"	"P13473"	"ENSEMBL:ENST00000371335|ENSEMBL:ENST00000200639|ENSEMBL:ENST00000434600|ENSEMBL:ENSP00000200639|ENSEMBL:ENSP00000408411|ENSEMBL:ENSP00000360386|ENSEMBL:ENSG00000005893"	"-"	"physical association"	"reactome:R-HSA-9626247"	"18644871"	"LAMP2"	"HSP90AB1"
"298"	"P07900"	"ENSEMBL:ENSG00000080824|ENSEMBL:ENST00000216281|ENSEMBL:ENST00000334701|ENSEMBL:ENSP00000335153|ENSEMBL:ENSP00000216281"	"-"	"P08238"	"ENSEMBL:ENSG00000096384|ENSEMBL:ENST00000371646|ENSEMBL:ENST00000620073|ENSEMBL:ENST00000353801|ENSEMBL:ENST00000371554|ENSEMBL:ENSP00000481908|ENSEMBL:ENSP00000325875|ENSEMBL:ENSP00000360709|ENSEMBL:ENSP00000360609"	"-"	"physical association"	"reactome:R-HSA-9626247"	"18644871"	"HSP90AB1"	"HSP90AA1"
"302"	"P07900"	"ENSEMBL:ENSG00000080824|ENSEMBL:ENST00000216281|ENSEMBL:ENST00000334701|ENSEMBL:ENSP00000335153|ENSEMBL:ENSP00000216281"	"-"	"P13473"	"ENSEMBL:ENST00000371335|ENSEMBL:ENST00000200639|ENSEMBL:ENST00000434600|ENSEMBL:ENSP00000200639|ENSEMBL:ENSP00000408411|ENSEMBL:ENSP00000360386|ENSEMBL:ENSG00000005893"	"-"	"physical association"	"reactome:R-HSA-9626247"	"18644871"	"LAMP2"	"HSP90AA1"
"304"	"P11142"	"ENSEMBL:ENSG00000109971|ENSEMBL:ENST00000227378|ENSEMBL:ENST00000453788|ENSEMBL:ENST00000532636|ENSEMBL:ENST00000534624|ENSEMBL:ENSP00000437125|ENSEMBL:ENSP00000227378|ENSEMBL:ENSP00000432083|ENSEMBL:ENSP00000404372"	"-"	"P13473"	"ENSEMBL:ENST00000371335|ENSEMBL:ENST00000200639|ENSEMBL:ENST00000434600|ENSEMBL:ENSP00000200639|ENSEMBL:ENSP00000408411|ENSEMBL:ENSP00000360386|ENSEMBL:ENSG00000005893"	"-"	"physical association"	"reactome:R-HSA-9626247"	"18644871"	"LAMP2"	"HSPA8"
"368"	"Q13099"	"ENSEMBL:ENSG00000032742|ENSEMBL:ENSP00000261632|ENSEMBL:ENSP00000323580|ENSEMBL:ENST00000351808|ENSEMBL:ENST00000319980"	"-"	"Q9UBN7"	"ENSEMBL:ENSP00000496013|ENSEMBL:ENST00000644068|ENSEMBL:ENST00000334136|ENSEMBL:ENST00000423941|ENSEMBL:ENST00000443563|ENSEMBL:ENST00000376610|ENSEMBL:ENST00000643374|ENSEMBL:ENST00000440653|ENSEMBL:ENST00000376619|ENSEMBL:ENST00000376643|ENSEMBL:ENSP00000392815|ENSEMBL:ENSP00000334061|ENSEMBL:ENSP00000402751|ENSEMBL:ENSP00000496046|ENSEMBL:ENSP00000365831|ENSEMBL:ENSG00000094631|ENSEMBL:ENSP00000394377|ENSEMBL:ENSP00000365795|ENSEMBL:ENSP00000365804"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"IFT88"	"HDAC6"
"369"	"P07900"	"ENSEMBL:ENSG00000080824|ENSEMBL:ENST00000216281|ENSEMBL:ENST00000334701|ENSEMBL:ENSP00000335153|ENSEMBL:ENSP00000216281"	"-"	"P13569"	"ENSEMBL:ENSG00000001626|ENSEMBL:ENST00000003084|ENSEMBL:ENST00000649781|ENSEMBL:ENSP00000003084|ENSEMBL:ENSP00000497203"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"HSP90AA1"	"CFTR"
"370"	"Q13099"	"ENSEMBL:ENSG00000032742|ENSEMBL:ENSP00000261632|ENSEMBL:ENSP00000323580|ENSEMBL:ENST00000351808|ENSEMBL:ENST00000319980"	"-"	"O60664"	"ENSEMBL:ENST00000221957|ENSEMBL:ENST00000585479|ENSEMBL:ENSG00000105355|ENSEMBL:ENSP00000221957|ENSEMBL:ENSP00000465596|ENSEMBL:ENSP00000467803|ENSEMBL:ENST00000592528"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PLIN3"	"IFT88"
"371"	"P08238"	"ENSEMBL:ENSG00000096384|ENSEMBL:ENST00000371646|ENSEMBL:ENST00000620073|ENSEMBL:ENST00000353801|ENSEMBL:ENST00000371554|ENSEMBL:ENSP00000481908|ENSEMBL:ENSP00000325875|ENSEMBL:ENSP00000360709|ENSEMBL:ENSP00000360609"	"-"	"Q13099"	"ENSEMBL:ENSG00000032742|ENSEMBL:ENSP00000261632|ENSEMBL:ENSP00000323580|ENSEMBL:ENST00000351808|ENSEMBL:ENST00000319980"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"IFT88"	"HSP90AB1"
"372"	"Q13099"	"ENSEMBL:ENSG00000032742|ENSEMBL:ENSP00000261632|ENSEMBL:ENSP00000323580|ENSEMBL:ENST00000351808|ENSEMBL:ENST00000319980"	"-"	"P13569"	"ENSEMBL:ENSG00000001626|ENSEMBL:ENST00000003084|ENSEMBL:ENST00000649781|ENSEMBL:ENSP00000003084|ENSEMBL:ENSP00000497203"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"IFT88"	"CFTR"
"373"	"O95613"	"ENSEMBL:ENST00000359568|ENSEMBL:ENST00000480896|ENSEMBL:ENSP00000511989|ENSEMBL:ENSP00000352572|ENSEMBL:ENSG00000160299"	"-"	"Q99497"	"ENSEMBL:ENSG00000116288|ENSEMBL:ENST00000493373|ENSEMBL:ENST00000377488|ENSEMBL:ENST00000493678|ENSEMBL:ENST00000377491|ENSEMBL:ENST00000338639|ENSEMBL:ENSP00000465404|ENSEMBL:ENSP00000366708|ENSEMBL:ENSP00000418770|ENSEMBL:ENSP00000366711|ENSEMBL:ENSP00000340278"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PCNT"	"PARK7"
"374"	"P07900"	"ENSEMBL:ENSG00000080824|ENSEMBL:ENST00000216281|ENSEMBL:ENST00000334701|ENSEMBL:ENSP00000335153|ENSEMBL:ENSP00000216281"	"-"	"P68871"	"ENSEMBL:ENSG00000244734|ENSEMBL:ENSP00000333994|ENSEMBL:ENSP00000494175|ENSEMBL:ENST00000335295|ENSEMBL:ENST00000647020"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"HSP90AA1"	"HBB"
"375"	"Q3SXY8"	"ENSEMBL:ENSG00000169379|ENSEMBL:ENST00000471138|ENSEMBL:ENST00000535334|ENSEMBL:ENST00000303097|ENSEMBL:ENST00000394222|ENSEMBL:ENSP00000420780|ENSEMBL:ENSP00000445145|ENSEMBL:ENSP00000377769|ENSEMBL:ENSP00000306225"	"-"	"Q99497"	"ENSEMBL:ENSG00000116288|ENSEMBL:ENST00000493373|ENSEMBL:ENST00000377488|ENSEMBL:ENST00000493678|ENSEMBL:ENST00000377491|ENSEMBL:ENST00000338639|ENSEMBL:ENSP00000465404|ENSEMBL:ENSP00000366708|ENSEMBL:ENSP00000418770|ENSEMBL:ENSP00000366711|ENSEMBL:ENSP00000340278"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PARK7"	"ARL13B"
"376"	"P07900"	"ENSEMBL:ENSG00000080824|ENSEMBL:ENST00000216281|ENSEMBL:ENST00000334701|ENSEMBL:ENSP00000335153|ENSEMBL:ENSP00000216281"	"-"	"Q12798"	"ENSEMBL:ENST00000327228|ENSEMBL:ENSP00000319052|ENSEMBL:ENSG00000177143"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"HSP90AA1"	"CETN1"
"377"	"P08238"	"ENSEMBL:ENSG00000096384|ENSEMBL:ENST00000371646|ENSEMBL:ENST00000620073|ENSEMBL:ENST00000353801|ENSEMBL:ENST00000371554|ENSEMBL:ENSP00000481908|ENSEMBL:ENSP00000325875|ENSEMBL:ENSP00000360709|ENSEMBL:ENSP00000360609"	"-"	"O95613"	"ENSEMBL:ENST00000359568|ENSEMBL:ENST00000480896|ENSEMBL:ENSP00000511989|ENSEMBL:ENSP00000352572|ENSEMBL:ENSG00000160299"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PCNT"	"HSP90AB1"
"379"	"P68871"	"ENSEMBL:ENSG00000244734|ENSEMBL:ENSP00000333994|ENSEMBL:ENSP00000494175|ENSEMBL:ENST00000335295|ENSEMBL:ENST00000647020"	"-"	"Q12798"	"ENSEMBL:ENST00000327228|ENSEMBL:ENSP00000319052|ENSEMBL:ENSG00000177143"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"HBB"	"CETN1"
"380"	"O95613"	"ENSEMBL:ENST00000359568|ENSEMBL:ENST00000480896|ENSEMBL:ENSP00000511989|ENSEMBL:ENSP00000352572|ENSEMBL:ENSG00000160299"	"-"	"O60664"	"ENSEMBL:ENST00000221957|ENSEMBL:ENST00000585479|ENSEMBL:ENSG00000105355|ENSEMBL:ENSP00000221957|ENSEMBL:ENSP00000465596|ENSEMBL:ENSP00000467803|ENSEMBL:ENST00000592528"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PLIN3"	"PCNT"
"382"	"Q3SXY8"	"ENSEMBL:ENSG00000169379|ENSEMBL:ENST00000471138|ENSEMBL:ENST00000535334|ENSEMBL:ENST00000303097|ENSEMBL:ENST00000394222|ENSEMBL:ENSP00000420780|ENSEMBL:ENSP00000445145|ENSEMBL:ENSP00000377769|ENSEMBL:ENSP00000306225"	"-"	"Q9UBN7"	"ENSEMBL:ENSP00000496013|ENSEMBL:ENST00000644068|ENSEMBL:ENST00000334136|ENSEMBL:ENST00000423941|ENSEMBL:ENST00000443563|ENSEMBL:ENST00000376610|ENSEMBL:ENST00000643374|ENSEMBL:ENST00000440653|ENSEMBL:ENST00000376619|ENSEMBL:ENST00000376643|ENSEMBL:ENSP00000392815|ENSEMBL:ENSP00000334061|ENSEMBL:ENSP00000402751|ENSEMBL:ENSP00000496046|ENSEMBL:ENSP00000365831|ENSEMBL:ENSG00000094631|ENSEMBL:ENSP00000394377|ENSEMBL:ENSP00000365795|ENSEMBL:ENSP00000365804"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"HDAC6"	"ARL13B"
"383"	"Q3SXY8"	"ENSEMBL:ENSG00000169379|ENSEMBL:ENST00000471138|ENSEMBL:ENST00000535334|ENSEMBL:ENST00000303097|ENSEMBL:ENST00000394222|ENSEMBL:ENSP00000420780|ENSEMBL:ENSP00000445145|ENSEMBL:ENSP00000377769|ENSEMBL:ENSP00000306225"	"-"	"P13569"	"ENSEMBL:ENSG00000001626|ENSEMBL:ENST00000003084|ENSEMBL:ENST00000649781|ENSEMBL:ENSP00000003084|ENSEMBL:ENSP00000497203"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"CFTR"	"ARL13B"
"384"	"P07900"	"ENSEMBL:ENSG00000080824|ENSEMBL:ENST00000216281|ENSEMBL:ENST00000334701|ENSEMBL:ENSP00000335153|ENSEMBL:ENSP00000216281"	"-"	"Q99497"	"ENSEMBL:ENSG00000116288|ENSEMBL:ENST00000493373|ENSEMBL:ENST00000377488|ENSEMBL:ENST00000493678|ENSEMBL:ENST00000377491|ENSEMBL:ENST00000338639|ENSEMBL:ENSP00000465404|ENSEMBL:ENSP00000366708|ENSEMBL:ENSP00000418770|ENSEMBL:ENSP00000366711|ENSEMBL:ENSP00000340278"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PARK7"	"HSP90AA1"
"386"	"P13473"	"ENSEMBL:ENST00000371335|ENSEMBL:ENST00000200639|ENSEMBL:ENST00000434600|ENSEMBL:ENSP00000200639|ENSEMBL:ENSP00000408411|ENSEMBL:ENSP00000360386|ENSEMBL:ENSG00000005893"	"-"	"Q13099"	"ENSEMBL:ENSG00000032742|ENSEMBL:ENSP00000261632|ENSEMBL:ENSP00000323580|ENSEMBL:ENST00000351808|ENSEMBL:ENST00000319980"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"LAMP2"	"IFT88"
"388"	"Q12798"	"ENSEMBL:ENST00000327228|ENSEMBL:ENSP00000319052|ENSEMBL:ENSG00000177143"	"-"	"P08670"	"ENSEMBL:ENSG00000026025|ENSEMBL:ENST00000224237|ENSEMBL:ENST00000544301|ENSEMBL:ENSP00000224237|ENSEMBL:ENSP00000446007"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"VIM"	"CETN1"
"389"	"P08238"	"ENSEMBL:ENSG00000096384|ENSEMBL:ENST00000371646|ENSEMBL:ENST00000620073|ENSEMBL:ENST00000353801|ENSEMBL:ENST00000371554|ENSEMBL:ENSP00000481908|ENSEMBL:ENSP00000325875|ENSEMBL:ENSP00000360709|ENSEMBL:ENSP00000360609"	"-"	"Q99497"	"ENSEMBL:ENSG00000116288|ENSEMBL:ENST00000493373|ENSEMBL:ENST00000377488|ENSEMBL:ENST00000493678|ENSEMBL:ENST00000377491|ENSEMBL:ENST00000338639|ENSEMBL:ENSP00000465404|ENSEMBL:ENSP00000366708|ENSEMBL:ENSP00000418770|ENSEMBL:ENSP00000366711|ENSEMBL:ENSP00000340278"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PARK7"	"HSP90AB1"
"390"	"Q12798"	"ENSEMBL:ENST00000327228|ENSEMBL:ENSP00000319052|ENSEMBL:ENSG00000177143"	"-"	"P07998"	"ENSEMBL:ENSG00000129538|ENSEMBL:ENSP00000381060|ENSEMBL:ENSP00000399493|ENSEMBL:ENSP00000344193|ENSEMBL:ENSP00000381057|ENSEMBL:ENST00000397967|ENSEMBL:ENST00000340900|ENSEMBL:ENST00000412779|ENSEMBL:ENST00000397970"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"RNASE1"	"CETN1"
"391"	"P13569"	"ENSEMBL:ENSG00000001626|ENSEMBL:ENST00000003084|ENSEMBL:ENST00000649781|ENSEMBL:ENSP00000003084|ENSEMBL:ENSP00000497203"	"-"	"Q99497"	"ENSEMBL:ENSG00000116288|ENSEMBL:ENST00000493373|ENSEMBL:ENST00000377488|ENSEMBL:ENST00000493678|ENSEMBL:ENST00000377491|ENSEMBL:ENST00000338639|ENSEMBL:ENSP00000465404|ENSEMBL:ENSP00000366708|ENSEMBL:ENSP00000418770|ENSEMBL:ENSP00000366711|ENSEMBL:ENSP00000340278"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PARK7"	"CFTR"
"392"	"Q3SXY8"	"ENSEMBL:ENSG00000169379|ENSEMBL:ENST00000471138|ENSEMBL:ENST00000535334|ENSEMBL:ENST00000303097|ENSEMBL:ENST00000394222|ENSEMBL:ENSP00000420780|ENSEMBL:ENSP00000445145|ENSEMBL:ENSP00000377769|ENSEMBL:ENSP00000306225"	"-"	"O60664"	"ENSEMBL:ENST00000221957|ENSEMBL:ENST00000585479|ENSEMBL:ENSG00000105355|ENSEMBL:ENSP00000221957|ENSEMBL:ENSP00000465596|ENSEMBL:ENSP00000467803|ENSEMBL:ENST00000592528"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PLIN3"	"ARL13B"
"393"	"O95613"	"ENSEMBL:ENST00000359568|ENSEMBL:ENST00000480896|ENSEMBL:ENSP00000511989|ENSEMBL:ENSP00000352572|ENSEMBL:ENSG00000160299"	"-"	"Q13099"	"ENSEMBL:ENSG00000032742|ENSEMBL:ENSP00000261632|ENSEMBL:ENSP00000323580|ENSEMBL:ENST00000351808|ENSEMBL:ENST00000319980"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PCNT"	"IFT88"
"394"	"Q13099"	"ENSEMBL:ENSG00000032742|ENSEMBL:ENSP00000261632|ENSEMBL:ENSP00000323580|ENSEMBL:ENST00000351808|ENSEMBL:ENST00000319980"	"-"	"Q99497"	"ENSEMBL:ENSG00000116288|ENSEMBL:ENST00000493373|ENSEMBL:ENST00000377488|ENSEMBL:ENST00000493678|ENSEMBL:ENST00000377491|ENSEMBL:ENST00000338639|ENSEMBL:ENSP00000465404|ENSEMBL:ENSP00000366708|ENSEMBL:ENSP00000418770|ENSEMBL:ENSP00000366711|ENSEMBL:ENSP00000340278"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PARK7"	"IFT88"
"395"	"P13473"	"ENSEMBL:ENST00000371335|ENSEMBL:ENST00000200639|ENSEMBL:ENST00000434600|ENSEMBL:ENSP00000200639|ENSEMBL:ENSP00000408411|ENSEMBL:ENSP00000360386|ENSEMBL:ENSG00000005893"	"-"	"Q9UBN7"	"ENSEMBL:ENSP00000496013|ENSEMBL:ENST00000644068|ENSEMBL:ENST00000334136|ENSEMBL:ENST00000423941|ENSEMBL:ENST00000443563|ENSEMBL:ENST00000376610|ENSEMBL:ENST00000643374|ENSEMBL:ENST00000440653|ENSEMBL:ENST00000376619|ENSEMBL:ENST00000376643|ENSEMBL:ENSP00000392815|ENSEMBL:ENSP00000334061|ENSEMBL:ENSP00000402751|ENSEMBL:ENSP00000496046|ENSEMBL:ENSP00000365831|ENSEMBL:ENSG00000094631|ENSEMBL:ENSP00000394377|ENSEMBL:ENSP00000365795|ENSEMBL:ENSP00000365804"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"LAMP2"	"HDAC6"
"396"	"O95613"	"ENSEMBL:ENST00000359568|ENSEMBL:ENST00000480896|ENSEMBL:ENSP00000511989|ENSEMBL:ENSP00000352572|ENSEMBL:ENSG00000160299"	"-"	"Q3SXY8"	"ENSEMBL:ENSG00000169379|ENSEMBL:ENST00000471138|ENSEMBL:ENST00000535334|ENSEMBL:ENST00000303097|ENSEMBL:ENST00000394222|ENSEMBL:ENSP00000420780|ENSEMBL:ENSP00000445145|ENSEMBL:ENSP00000377769|ENSEMBL:ENSP00000306225"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PCNT"	"ARL13B"
"397"	"P13473"	"ENSEMBL:ENST00000371335|ENSEMBL:ENST00000200639|ENSEMBL:ENST00000434600|ENSEMBL:ENSP00000200639|ENSEMBL:ENSP00000408411|ENSEMBL:ENSP00000360386|ENSEMBL:ENSG00000005893"	"-"	"P08670"	"ENSEMBL:ENSG00000026025|ENSEMBL:ENST00000224237|ENSEMBL:ENST00000544301|ENSEMBL:ENSP00000224237|ENSEMBL:ENSP00000446007"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"VIM"	"LAMP2"
"398"	"P08670"	"ENSEMBL:ENSG00000026025|ENSEMBL:ENST00000224237|ENSEMBL:ENST00000544301|ENSEMBL:ENSP00000224237|ENSEMBL:ENSP00000446007"	"-"	"Q99541"	"ENSEMBL:ENST00000276914|ENSEMBL:ENSP00000276914|ENSEMBL:ENSG00000147872"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"VIM"	"PLIN2"
"400"	"Q99541"	"ENSEMBL:ENST00000276914|ENSEMBL:ENSP00000276914|ENSEMBL:ENSG00000147872"	"-"	"P07998"	"ENSEMBL:ENSG00000129538|ENSEMBL:ENSP00000381060|ENSEMBL:ENSP00000399493|ENSEMBL:ENSP00000344193|ENSEMBL:ENSP00000381057|ENSEMBL:ENST00000397967|ENSEMBL:ENST00000340900|ENSEMBL:ENST00000412779|ENSEMBL:ENST00000397970"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"RNASE1"	"PLIN2"
"401"	"Q99497"	"ENSEMBL:ENSG00000116288|ENSEMBL:ENST00000493373|ENSEMBL:ENST00000377488|ENSEMBL:ENST00000493678|ENSEMBL:ENST00000377491|ENSEMBL:ENST00000338639|ENSEMBL:ENSP00000465404|ENSEMBL:ENSP00000366708|ENSEMBL:ENSP00000418770|ENSEMBL:ENSP00000366711|ENSEMBL:ENSP00000340278"	"-"	"O60664"	"ENSEMBL:ENST00000221957|ENSEMBL:ENST00000585479|ENSEMBL:ENSG00000105355|ENSEMBL:ENSP00000221957|ENSEMBL:ENSP00000465596|ENSEMBL:ENSP00000467803|ENSEMBL:ENST00000592528"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PLIN3"	"PARK7"
"402"	"Q13099"	"ENSEMBL:ENSG00000032742|ENSEMBL:ENSP00000261632|ENSEMBL:ENSP00000323580|ENSEMBL:ENST00000351808|ENSEMBL:ENST00000319980"	"-"	"Q3SXY8"	"ENSEMBL:ENSG00000169379|ENSEMBL:ENST00000471138|ENSEMBL:ENST00000535334|ENSEMBL:ENST00000303097|ENSEMBL:ENST00000394222|ENSEMBL:ENSP00000420780|ENSEMBL:ENSP00000445145|ENSEMBL:ENSP00000377769|ENSEMBL:ENSP00000306225"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"IFT88"	"ARL13B"
"403"	"Q9UBN7"	"ENSEMBL:ENSP00000496013|ENSEMBL:ENST00000644068|ENSEMBL:ENST00000334136|ENSEMBL:ENST00000423941|ENSEMBL:ENST00000443563|ENSEMBL:ENST00000376610|ENSEMBL:ENST00000643374|ENSEMBL:ENST00000440653|ENSEMBL:ENST00000376619|ENSEMBL:ENST00000376643|ENSEMBL:ENSP00000392815|ENSEMBL:ENSP00000334061|ENSEMBL:ENSP00000402751|ENSEMBL:ENSP00000496046|ENSEMBL:ENSP00000365831|ENSEMBL:ENSG00000094631|ENSEMBL:ENSP00000394377|ENSEMBL:ENSP00000365795|ENSEMBL:ENSP00000365804"	"-"	"Q99541"	"ENSEMBL:ENST00000276914|ENSEMBL:ENSP00000276914|ENSEMBL:ENSG00000147872"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PLIN2"	"HDAC6"
"404"	"P13473"	"ENSEMBL:ENST00000371335|ENSEMBL:ENST00000200639|ENSEMBL:ENST00000434600|ENSEMBL:ENSP00000200639|ENSEMBL:ENSP00000408411|ENSEMBL:ENSP00000360386|ENSEMBL:ENSG00000005893"	"-"	"O95613"	"ENSEMBL:ENST00000359568|ENSEMBL:ENST00000480896|ENSEMBL:ENSP00000511989|ENSEMBL:ENSP00000352572|ENSEMBL:ENSG00000160299"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PCNT"	"LAMP2"
"405"	"P68871"	"ENSEMBL:ENSG00000244734|ENSEMBL:ENSP00000333994|ENSEMBL:ENSP00000494175|ENSEMBL:ENST00000335295|ENSEMBL:ENST00000647020"	"-"	"P07998"	"ENSEMBL:ENSG00000129538|ENSEMBL:ENSP00000381060|ENSEMBL:ENSP00000399493|ENSEMBL:ENSP00000344193|ENSEMBL:ENSP00000381057|ENSEMBL:ENST00000397967|ENSEMBL:ENST00000340900|ENSEMBL:ENST00000412779|ENSEMBL:ENST00000397970"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"RNASE1"	"HBB"
"406"	"P07900"	"ENSEMBL:ENSG00000080824|ENSEMBL:ENST00000216281|ENSEMBL:ENST00000334701|ENSEMBL:ENSP00000335153|ENSEMBL:ENSP00000216281"	"-"	"Q13099"	"ENSEMBL:ENSG00000032742|ENSEMBL:ENSP00000261632|ENSEMBL:ENSP00000323580|ENSEMBL:ENST00000351808|ENSEMBL:ENST00000319980"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"IFT88"	"HSP90AA1"
"407"	"P68871"	"ENSEMBL:ENSG00000244734|ENSEMBL:ENSP00000333994|ENSEMBL:ENSP00000494175|ENSEMBL:ENST00000335295|ENSEMBL:ENST00000647020"	"-"	"Q99497"	"ENSEMBL:ENSG00000116288|ENSEMBL:ENST00000493373|ENSEMBL:ENST00000377488|ENSEMBL:ENST00000493678|ENSEMBL:ENST00000377491|ENSEMBL:ENST00000338639|ENSEMBL:ENSP00000465404|ENSEMBL:ENSP00000366708|ENSEMBL:ENSP00000418770|ENSEMBL:ENSP00000366711|ENSEMBL:ENSP00000340278"	"-"	"physical association"	"reactome:R-HSA-9625170"	"24243840"	"PARK7"	"HBB"
