"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"cluster"	"Module"	"NMF"	"dir"
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME"	"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME"	"20/991"	"41/7434"	0.48780487804878	3.65927493785533	6.69606473876837	4.38673892008296e-08	7.29182367280102e-06	6.4680196371715e-06	"PRKACA/PSMC3/PSMD1/RBX1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	20	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_DEGRADATION_OF_AXIN"	"REACTOME_DEGRADATION_OF_AXIN"	"18/991"	"37/7434"	0.486486486486487	3.64938500559086	6.33567592617999	2.20824509315245e-07	1.33646833463835e-05	1.185478944745e-05	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	18	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1"	"REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1"	"18/991"	"37/7434"	0.486486486486487	3.64938500559086	6.33567592617999	2.20824509315245e-07	1.33646833463835e-05	1.185478944745e-05	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	18	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS"	"REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS"	"20/991"	"43/7434"	0.465116279069767	3.48907610353648	6.4194176205644	1.20125412541765e-07	9.83615142694924e-06	8.72489838461241e-06	"PSMC3/PSMD1/RBX1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/CRY1/ADRM1/PSMA7/RPS27A"	20	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION"	"REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION"	"18/991"	"39/7434"	0.461538461538462	3.4622370565862	6.04599669528726	5.98593035791483e-07	2.60387970569295e-05	2.30970273349806e-05	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	18	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS"	"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS"	"19/991"	"43/7434"	0.441860465116279	3.31462229835966	5.9694949246149	6.73614408512365e-07	2.84142805045216e-05	2.52041371988837e-05	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A/VANGL2"	19	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING"	"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING"	"18/991"	"41/7434"	0.439024390243902	3.2933474440698	5.77465787210595	1.49075778651155e-06	4.82589497400949e-05	4.28068270153745e-05	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	18	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21"	"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21"	"19/991"	"44/7434"	0.431818181818182	3.23928997339694	5.84237302616809	1.03894560287075e-06	3.57921525903823e-05	3.17484838086195e-05	"PSMC3/PSMD1/PSMC4/PSMD12/CCNA2/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	19	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT"	"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT"	"23/991"	"55/7434"	0.418181818181818	3.13699660581598	6.23822808978827	1.55527836307759e-07	1.082473740702e-05	9.60179747310535e-06	"GTSE1/PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/MAPRE1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/CCNB2/ADRM1/PSMA7/TP53/RPS27A/TUBB4A"	23	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_PERK_REGULATES_GENE_EXPRESSION"	"REACTOME_PERK_REGULATES_GENE_EXPRESSION"	"12/991"	"29/7434"	0.413793103448276	3.10407460245659	4.45217708126747	0.00017217904902871	0.0028876293523851	0.00256139536475176	"DCP2/EIF2S1/KHSRP/EXOSC2/EXOSC9/EIF2S3/HERPUD1/EIF2S2/EXOSC4/ATF3/DDIT3/ASNS"	12	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS"	"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS"	"22/991"	"56/7434"	0.392857142857143	2.94702320887992	5.73549155250994	1.05412517247426e-06	3.57921525903823e-05	3.17484838086195e-05	"LDB1/PSMC3/PSMD1/KMT2A/PSMC4/H2BC12L/H2AX/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	22	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_ABC_TRANSPORTER_DISORDERS"	"REACTOME_ABC_TRANSPORTER_DISORDERS"	"20/991"	"52/7434"	0.384615384615385	2.88519754715517	5.34990839009595	4.79281824496789e-06	0.0001258793018301	0.00011165791065238	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/RNF5/PSMC6/ABCA3/ADRM1/PSMA7/RPS27A"	20	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"	"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"	"26/991"	"69/7434"	0.376811594202899	2.82665730706796	5.97819498974386	2.95486390110234e-07	1.46898948226231e-05	1.3030283293207e-05	"PSMC3/PSMD1/EIF2S1/ABCD3/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PEX19/PSMB3/PSMC5/PSMB2/PSMA5/EIF2S3/PSMD11/RNF5/PSMC6/ABCA3/EIF2S2/ADRM1/PSMA7/ABCB8/RPS27A"	26	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"	"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"	"24/991"	"64/7434"	0.375	2.81306760847629	5.7127480412478	9.35651073425931e-07	3.52007106542945e-05	3.12238608571442e-05	"PSMC3/PSMD1/RBX1/PSMC4/GSK3B/PPP2R5D/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PPP2R5B/PSMA7/RPS27A/TLE1/TCF7L2"	24	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY"	"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY"	"19/991"	"51/7434"	0.372549019607843	2.79468154567579	5.04348668819991	1.42051726022498e-05	0.000330619342872958	0.000293267157584679	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A/MKRN1"	19	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY"	"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY"	"25/991"	"68/7434"	0.367647058823529	2.75790942007479	5.7109705477615	8.59158099334931e-07	3.41699449792636e-05	3.03095473840564e-05	"CDC25B/PSMC3/PSMD1/PSMC4/LIN54/PSMD12/CCNA2/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/LIN52/PSMB2/PSMA5/E2F1/PSMD11/PSMC6/RBBP4/ADRM1/PSMA7/LIN9/RPS27A"	25	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS"	"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS"	"25/991"	"68/7434"	0.367647058823529	2.75790942007479	5.7109705477615	8.59158099334931e-07	3.41699449792636e-05	3.03095473840564e-05	"HNRNPD/PSMC3/PSMD1/DCP2/PSMC4/PSMD12/PSMD7/KHSRP/EXOSC2/PSMC1/PSMB4/EXOSC9/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A/EXOSC4/PRKCA"	25	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS"	"REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS"	"18/991"	"49/7434"	0.36734693877551	2.75565806544616	4.83545731750947	2.97801252945074e-05	0.000611199244195967	0.00054214814991067	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	18	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1"	"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1"	"20/991"	"56/7434"	0.357142857142857	2.67911200807265	4.94628553686268	1.7631352961243e-05	0.000402341693804102	0.000356886575039483	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ANAPC10/ADRM1/ANAPC16/PSMA7/RPS27A"	20	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS"	"REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS"	"21/991"	"59/7434"	0.35593220338983	2.67003027245207	5.05061384713516	1.15928980215103e-05	0.000283110772735831	0.000251125934981193	"PSMC3/PSMD1/PSMC4/PSMD12/CCNA2/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ANAPC10/ADRM1/ANAPC16/PSMA7/RPS27A"	21	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_SYNTHESIS_OF_DNA"	"REACTOME_SYNTHESIS_OF_DNA"	"34/991"	"102/7434"	0.333333333333333	2.50050454086781	5.98412972602076	1.52897449012462e-07	1.082473740702e-05	9.60179747310535e-06	"POLE3/MCM2/MCM3/GINS3/GINS4/GINS2/PSMC3/PSMD1/MCM4/RBX1/PSMC4/PSMD12/CCNA2/PSMD7/POLE/PSMC1/DNA2/PSMB4/PSMD14/PSMD13/GMNN/PSMB3/PSMC5/PSMB2/PSMA5/RFC1/PSMD11/PSMC6/ANAPC10/ADRM1/ANAPC16/PSMA7/RPS27A/POLE4"	34	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_PCP_CE_PATHWAY"	"REACTOME_PCP_CE_PATHWAY"	"22/991"	"66/7434"	0.333333333333333	2.50050454086781	4.80185786931444	2.38458440002074e-05	0.00051864710700451	0.000460052220596106	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/AP2B1/PSMB2/PSMA5/PSMD11/DVL3/PSMC6/ADRM1/PSMA7/RPS27A/VANGL2/PRKCA"	22	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_FORMATION_OF_PARAXIAL_MESODERM"	"REACTOME_FORMATION_OF_PARAXIAL_MESODERM"	"17/991"	"51/7434"	0.333333333333333	2.50050454086781	4.21677856758742	0.000198594100766372	0.00329098795555703	0.00291918396239292	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7"	17	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_MAPK6_MAPK4_SIGNALING"	"REACTOME_MAPK6_MAPK4_SIGNALING"	"22/991"	"67/7434"	0.328358208955224	2.46318357757128	4.71808447522215	3.11083747749555e-05	0.000627577647633885	0.000556676180183415	"PRKACA/PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/SEPTIN7/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/TNRC6C/RPS27A/FOXO1"	22	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_UCH_PROTEINASES"	"REACTOME_UCH_PROTEINASES"	"21/991"	"65/7434"	0.323076923076923	2.42356593961034	4.52069093259978	6.1458538528097e-05	0.00118819841154321	0.00105396002475815	"BARD1/PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A/ACTB/UCHL5"	21	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION"	"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION"	"27/991"	"87/7434"	0.310344827586207	2.32805595184244	4.88647641417674	1.31585563062897e-05	0.000315805351350952	0.000280126797591249	"STX4/PSMC3/PSMD1/PSMC4/HLA-B/PSMD12/PSMD7/TAP2/PSMC1/B2M/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/TAP1/PSMB9/ADRM1/PSMA7/SEC61A2/SNAP23/RPS27A/VAMP3"	27	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY"	"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY"	"19/991"	"62/7434"	0.306451612903226	2.29885094886234	4.02751647306001	0.000296282735276848	0.00474052376442957	0.0042049564244373	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A/TNFSF13B"	19	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2"	"REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2"	"22/991"	"72/7434"	0.305555555555556	2.29212916246216	4.32065010760964	0.000106168508510178	0.00194456005060747	0.00172487064380109	"PSMC3/PSMD1/RBX1/PSMC4/GSK3B/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/BACH1/ADRM1/PSMA7/RPS27A/BCL2L1"	22	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"	"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"	"21/991"	"69/7434"	0.304347826086957	2.28306936340104	4.19916686621975	0.000161248380088698	0.00273728957418863	0.00242804043445498	"PSMC3/PSMD1/PSMC4/PSMD12/CCNA2/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ANAPC10/ADRM1/ANAPC16/PSMA7/RPS27A"	21	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_CIRCADIAN_CLOCK"	"REACTOME_CIRCADIAN_CLOCK"	"29/991"	"96/7434"	0.302083333333333	2.26608224016145	4.89647461808415	1.14145049219825e-05	0.000283110772735831	0.000251125934981193	"PSMC3/PSMD1/RBX1/KMT2A/PSMC4/CREB1/MED1/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/MEF2C/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/ATF2/PSMC6/CRY1/ADRM1/PSMA7/NAMPT/CRTC3/RPS27A/NOCT/NRIP1"	29	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_KEAP1_NFE2L2_PATHWAY"	"REACTOME_KEAP1_NFE2L2_PATHWAY"	"29/991"	"97/7434"	0.298969072164948	2.24272056758247	4.83142143470331	1.4250833744524e-05	0.000330619342872958	0.000293267157584679	"BRCA1/PSMC3/PSMD1/RBX1/PSMC4/GSK3B/CUL3/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/UFD1/PSMB2/PSMA5/PSMD11/PRKCI/PSMC6/UBXN7/BACH1/ADRM1/PSMA7/RPS27A/BCL2L1/SESN2/MUL1"	29	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_INTERLEUKIN_1_SIGNALING"	"REACTOME_INTERLEUKIN_1_SIGNALING"	"26/991"	"87/7434"	0.298850574712644	2.24183165732976	4.56922096956936	3.94989380966986e-05	0.000785464597580063	0.000696725629886126	"PSMC3/PSMD1/RBX1/PSMC4/PSMD12/PSMD7/PSMC1/MAP3K3/UBE2N/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PELI2/PSMA7/NLRC5/RIPK2/TP53/RPS27A/APP"	26	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_HEDGEHOG_OFF_STATE"	"REACTOME_HEDGEHOG_OFF_STATE"	"24/991"	"82/7434"	0.292682926829268	2.1955649627132	4.26925586849094	0.000111801486815232	0.00201818656060681	0.0017901790952751	"PRKACA/PRKAR2A/PSMC3/PSMD1/RBX1/PSMC4/GSK3B/PSMD12/PSMD7/PRKAR1B/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A/TUBB4A"	24	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_PTEN_REGULATION"	"REACTOME_PTEN_REGULATION"	"32/991"	"113/7434"	0.283185840707965	2.1243224417992	4.72301935884915	1.79854616419807e-05	0.000403802622671566	0.000358182453413299	"PSMC3/PSMD1/PSMC4/PSMD12/RNF2/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/ATF2/PSMC6/LAMTOR5/PHC1/RBBP4/PHC2/ADRM1/HDAC7/RRAGC/PSMA7/CBX2/TP53/TNRC6C/RPS27A/MKRN1/MTA3/RRAGB"	32	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS"	"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS"	"40/991"	"145/7434"	0.275862068965517	2.06938306830439	5.09985886588667	3.40927376523765e-06	9.49253180153532e-05	8.42009966969217e-05	"LDB1/PSMC3/PSMD1/RBX1/PSMC4/RPL14/RPS25/ETF1/PSMD12/RPL30/PSMD7/PSMC1/RPL24/RPS26/RPL36/PSMB4/RPS15A/RPS10/RPLP0/RPS4X/PSMD14/PSMD13/UPF3A/GSPT1/PSMB3/PSMC5/RPL38/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS29/RPS27A/RPS21/MAGOHB/RPSA/RPLP2/RPL37"	40	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION"	"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION"	"36/991"	"131/7434"	0.274809160305344	2.06148465964674	4.80699364184656	1.14764403297176e-05	0.000283110772735831	0.000251125934981193	"POLE3/MCM2/MCM3/PSMC3/PSMD1/MCM4/PSMC4/LIN54/PSMD12/CCNA2/PSMD7/POLE/PSMC1/DBF4/PSMB4/PSMD14/PSMD13/GMNN/PSMB3/PSMC5/LIN52/MYBL2/PSMB2/PSMA5/E2F1/PSMD11/PSMC6/TYMS/RBBP4/MCM10/ADRM1/PSMA7/LIN9/RPS27A/POLE4/SRC"	36	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_SIGNALING_BY_HEDGEHOG"	"REACTOME_SIGNALING_BY_HEDGEHOG"	"29/991"	"106/7434"	0.273584905660377	2.05230089675	4.27932204258866	8.75330592461976e-05	0.00164656781717172	0.00146054450207382	"PRKACA/ADAM17/PRKAR2A/PSMC3/PSMD1/RBX1/PSMC4/GSK3B/CUL3/PSMD12/PSMD7/PRKAR1B/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/EVC2/RPS27A/ULK3/ARRB1/TUBB4A"	29	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS"	"REACTOME_SIGNALING_BY_ROBO_RECEPTORS"	"48/991"	"183/7434"	0.262295081967213	1.96761013051893	5.19758771053068	1.7931568195104e-06	5.67289611990562e-05	5.03199270164042e-05	"PRKACA/PRKAR2A/LDB1/PSMC3/PSMD1/RBX1/PSMC4/RPL14/RPS25/ETF1/PSMD12/RPL30/PSMD7/PSMC1/RPL24/RPS26/RPL36/PSMB4/RPS15A/RPS10/RPLP0/RPS4X/PSMD14/PSMD13/UPF3A/GSPT1/PSMB3/PSMC5/RPL38/PSMB2/PSMA5/PSMD11/PSMC6/VASP/ADRM1/PSMA7/SRGAP2/RPS29/ABL2/RPS27A/RPS21/MAGOHB/ENAH/RPSA/RPLP2/RPL37/SRC/PRKCA"	48	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS"	"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS"	"28/991"	"107/7434"	0.261682242990654	1.96301291058781	3.9349183991743	0.000262621194198435	0.00425079886423514	0.00377055888365685	"PSMC3/PSMD1/PSMC4/NUP58/NUP54/PSMD12/PSMD7/PSMC1/PSMB4/BSG/PSMD14/PSMD13/SLC3A2/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/RNF5/SLC16A1/PSMC6/ABCA3/NUP62/ADRM1/PSMA7/SLC9A6/RPS27A/SLC2A1"	28	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_APOPTOSIS"	"REACTOME_APOPTOSIS"	"39/991"	"151/7434"	0.258278145695364	1.93747702835453	4.56424324363273	2.43720854738057e-05	0.000521937584300578	0.000462970951591484	"PSMC3/ACIN1/PSMD1/CASP3/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/DYNLL2/H1-2/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/E2F1/H1-1/PSMD11/PTK2/KPNB1/STAT3/PSMC6/BAX/SPTAN1/C1QBP/BAD/ADRM1/H1-3/PSMA7/BBC3/TP53/RPS27A/BCL2L1/TICAM1/UACA/TNFRSF10B/SATB1"	39	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING"	"REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING"	"27/991"	"107/7434"	0.252336448598131	1.89290530663825	3.6484552607572	0.000626526578825096	0.0092779255077078	0.00822973882376077	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PLCB3/PSMD14/PSMD13/PSMB3/PSMC5/AP2B1/PSMB2/PSMA5/PSMD11/DVL3/PSMC6/ADRM1/PSMA7/TNRC6C/RPS27A/GNG7/GNG2/VANGL2/PRKCA/TCF7L2"	27	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES"	"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES"	"34/991"	"136/7434"	0.25	1.87537840565086	4.0405285669524	0.000159225611050334	0.00273632161212425	0.0024271818292663	"TAF9B/USP42/USP37/PSMC3/PSMD1/PSMC4/PSMD12/CCNA2/PSMD7/TAF10/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/UFD1/PSMB2/PSMA5/USP11/PSMD11/PSMC6/POLB/TOMM20/ADRM1/PTRH2/FKBP8/PSMA7/TP53/RPS27A/VDAC3/MUL1/RCE1/ARRB1"	34	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_SIGNALING_BY_NOTCH"	"REACTOME_SIGNALING_BY_NOTCH"	"36/991"	"146/7434"	0.246575342465753	1.84968829050496	4.06636826343385	0.000139375511023442	0.00242513389180788	0.00215115097934865	"ADAM17/TACC3/PSMC3/PSMD1/RBX1/PSMC4/CREB1/H2BC12L/H2AX/PSMD12/PSMD7/PSMC1/HDAC4/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/E2F1/PSMD11/PRKCI/PSMC6/ADRM1/HDAC7/PSMA7/DLGAP5/DTX2/TP53/TNRC6C/RPS27A/PLXND1/TLE1/ARRB1/NOTCH2"	36	2	"PTBP1_FORALL_032"	"NMF1"	"high"
