"SymbolA"	"SymbolB"
"172295"	"SERPINB13"	"AGPAT1"
"172296"	"ITIH4"	"AGPAT1"
"172297"	"ALB"	"AGPAT1"
"172298"	"LOC100507685"	"AGPAT1"
"172299"	"TRIM29"	"AGPAT1"
"172300"	"IVL"	"AGPAT1"
"172301"	"PPL"	"AGPAT1"
"172302"	"STEAP4"	"AGPAT1"
"172303"	"CALML5"	"AGPAT1"
"172304"	"TMEM40"	"AGPAT1"
"172305"	"AGPAT1"	"A2ML1"
"172306"	"ITIH2"	"AGPAT1"
"172307"	"FGB"	"AGPAT1"
"172308"	"TGM1"	"AGPAT1"
"172309"	"FGG"	"AGPAT1"
"172310"	"APOA1"	"AGPAT1"
"172311"	"SERPINA9"	"AGPAT1"
"172312"	"HIST1H1B"	"AGPAT1"
"172313"	"HRG"	"AGPAT1"
"172314"	"DSG3"	"AGPAT1"
"172315"	"HAL"	"AGPAT1"
"172316"	"CFB"	"AGPAT1"
"172317"	"AKR1B10"	"AGPAT1"
"172318"	"IGHG1"	"AGPAT1"
"172319"	"IGHG2"	"AGPAT1"
"172320"	"IGHG3"	"AGPAT1"
"172321"	"IGHG4"	"AGPAT1"
"172322"	"C5"	"AGPAT1"
"172323"	"CP"	"AGPAT1"
"172324"	"SCEL"	"AGPAT1"
"172325"	"SULT2B1"	"AGPAT1"
"172326"	"TREX2"	"AGPAT1"
"172327"	"DBNL"	"AGPAT1"
"172328"	"SERPINB2"	"AGPAT1"
"172329"	"CKAP4"	"AGPAT1"
"172330"	"ARHGDIB"	"AGPAT1"
"172331"	"HIST1H2AG"	"AGPAT1"
"172332"	"H2AFX"	"AGPAT1"
"172333"	"APOH"	"AGPAT1"
"172334"	"LGALS7B"	"AGPAT1"
"172335"	"ANXA8"	"AGPAT1"
"172336"	"LCP1"	"AGPAT1"
"172337"	"IGHD"	"AGPAT1"
"172338"	"FN1"	"AGPAT1"
"172339"	"HP"	"AGPAT1"
"172340"	"IDH2"	"AGPAT1"
"172341"	"FAM129B"	"AGPAT1"
"172342"	"IL1F6"	"AGPAT1"
"172343"	"EHD1"	"AGPAT1"
"172344"	"LRG1"	"AGPAT1"
"172345"	"PYCARD"	"AGPAT1"
"172346"	"S100A9"	"AGPAT1"
"172347"	"SERPINB4"	"AGPAT1"
"172348"	"SERPINB3"	"AGPAT1"
"172349"	"NT5C3"	"AGPAT1"
"172350"	"LTF"	"AGPAT1"
"172351"	"TGM3"	"AGPAT1"
"172352"	"HEPHL1"	"AGPAT1"
"172353"	"FGA"	"AGPAT1"
"172354"	"RNASE7"	"AGPAT1"
"172355"	"CALML3"	"AGPAT1"
"172356"	"SERPINA1"	"AGPAT1"
"172357"	"PRSS27"	"AGPAT1"
"172358"	"POF1B"	"AGPAT1"
"172359"	"LAIR1"	"HIST2H3PS2"
"172360"	"LAIR1"	"C21orf70"
"172361"	"LAIR1"	"ABCC2"
"172362"	"MIOX"	"CCT7"
"172363"	"UBR4"	"MIOX"
"172364"	"TMEM160"	"MIOX"
"172365"	"MIOX"	"FAM82A2"
"172366"	"MIOX"	"CCT6B"
"172367"	"MIOX"	"CCT6A"
"172368"	"MIOX"	"ABCB6"
"172369"	"MYO10"	"MIOX"
"172370"	"TUBA1A"	"MIOX"
"172371"	"MIOX"	"CCT2"
"172372"	"MIOX"	"KCMF1"
"172373"	"MTAP"	"KLK7"
"172374"	"MTAP"	"APPBP2"
"172376"	"NPTN"	"CPT1A"
"172383"	"NPTN"	"ATP2A1"
"172384"	"NPTN"	"GANAB"
"172385"	"ORC4"	"NPTN"
"172386"	"NPTN"	"INTS5"
"172387"	"TSPYL1"	"NPTN"
"172389"	"UTP20"	"NPTN"
"172395"	"TMEM87A"	"NPTN"
"172399"	"SLC25A4"	"NPTN"
"172400"	"SLC25A6"	"NPTN"
"172402"	"SERPINB4"	"NPTN"
"172403"	"SERPINB3"	"NPTN"
"172406"	"NPTN"	"C18orf19"
"172407"	"SLC25A19"	"NPTN"
"172408"	"NPTN"	"DDX19B"
"172409"	"NPTN"	"HEATR1"
"172410"	"NPTN"	"LCN2"
"172411"	"RAB38"	"NPTN"
"172415"	"NPTN"	"BDH1"
"172416"	"SCAI"	"NPTN"
"172417"	"NPTN"	"C17orf75"
"172418"	"S100A7A"	"NPTN"
"172420"	"SFXN2"	"NPTN"
"172421"	"NPTN"	"AGPAT5"
"172422"	"RPS6KA4"	"NPTN"
"172423"	"TXNDC11"	"NPTN"
"172425"	"NPTN"	"FASTKD1"
"172427"	"NPTN"	"ATP6V1H"
"172428"	"NPTN"	"CCDC132"
"172430"	"TFB2M"	"NPTN"
"172431"	"NPTN"	"LASS5"
"172434"	"SFXN3"	"NPTN"
"172435"	"TNFAIP2"	"NPTN"
"172436"	"NPTN"	"FBXL12"
"172438"	"SLC25A29"	"NPTN"
"172439"	"SLC25A33"	"NPTN"
"172440"	"TRABD"	"NT5DC1"
"172441"	"NT5DC1"	"ACACB"
"172442"	"NT5DC1"	"GPAT2"
"172445"	"SELRC1"	"ODF3L2"
"172448"	"PEF1"	"PDCD6"
"172449"	"PEF1"	"AKR7L"
"172450"	"PEF1"	"NUDCD3"
"172451"	"PEF1"	"IPP"
"172452"	"ASGR2"	"ACSL4"
"172457"	"SLC30A9"	"ASGR2"
"172458"	"PPAP2C"	"PPAP2A"
"172459"	"PPAP2C"	"PPAP2B"
"172465"	"ROGDI"	"NUDT3"
"172467"	"SH3GL3"	"NUDT3"
"172468"	"ULBP3"	"SLAMF8"
"172469"	"SLAMF8"	"SAMM50"
"172470"	"SLAMF8"	"HLA-F"
"172471"	"SLAMF8"	"LOC100507680"
"172472"	"SLAMF8"	"ITFG1"
"172473"	"SLAMF8"	"HBD"
"172474"	"SLAMF8"	"PVR"
"172475"	"ULBP2"	"SLAMF8"
"172476"	"SLAMF8"	"LRFN1"
"172477"	"TNFSF9"	"SLAMF8"
"172478"	"SLC8A3"	"APOD"
"172479"	"SUSD4"	"HSPA5"
"172481"	"TRNAU1AP"	"SLC25A4"
"172482"	"TRNAU1AP"	"SLC25A15"
"172483"	"TRNAU1AP"	"ATXN2"
"172484"	"TRNAU1AP"	"MTO1"
"172485"	"TRNAU1AP"	"SLC25A16"
"172486"	"TRNAU1AP"	"C3orf1"
"172487"	"TRNAU1AP"	"PKP2"
"172488"	"TRNAU1AP"	"EXPH5"
"172489"	"ZBTB20"	"TRNAU1AP"
"172490"	"TRNAU1AP"	"HELZ"
"172491"	"USP36"	"HSPA8"
"172492"	"USP36"	"HSPA2"
"172494"	"UTP15"	"PGK2"
"172495"	"VDAC1"	"PGAM2"
"172496"	"WDR25"	"BMP1"
"172497"	"WDR25"	"FRAS1"
"172498"	"WDR25"	"LAMC1"
"172499"	"WDR25"	"OS9"
"172500"	"WDR25"	"MFI2"
"172501"	"WDR25"	"LAMB1"
"172502"	"WDR25"	"LRP6"
"172503"	"WDR25"	"FGFR4"
"172504"	"WDR25"	"LRIG2"
"172505"	"WDR25"	"PLXNA1"
"172506"	"WDR25"	"ITGA5"
"172507"	"WDR25"	"IL17RA"
"172508"	"WDR25"	"MAN2B2"
"172509"	"WDR25"	"MAN2A2"
"172510"	"WDR25"	"LRFN3"
"172511"	"ZG16B"	"ZDHHC19"
"172512"	"ZDHHC19"	"KLK7"
"172513"	"ZDHHC19"	"JUP"
"172514"	"ZDHHC19"	"DSC2"
"172515"	"ZDHHC19"	"DSC1"
"172516"	"ZDHHC19"	"DSC3"
"172517"	"ZDHHC19"	"SERPINB13"
"172518"	"ZDHHC19"	"DSG1"
"172519"	"ZDHHC19"	"IVL"
"172520"	"ZDHHC19"	"CALML5"
"172521"	"ZDHHC19"	"YOD1"
"172522"	"ZDHHC19"	"SBSN"
"172523"	"ZDHHC19"	"SERPINA12"
"172524"	"ZDHHC19"	"OSMR"
"172525"	"ZDHHC19"	"LGALS7B"
"172526"	"ZDHHC19"	"PKP1"
"172527"	"ZDHHC19"	"CALML3"
"172528"	"ZDHHC19"	"TGM3"
"172529"	"ZDHHC19"	"POF1B"
"172530"	"ZDHHC19"	"FLG"
"172531"	"ZDHHC19"	"ALDH1A1"
"172532"	"ZDHHC19"	"NAGK"
"172533"	"ZDHHC19"	"SCGB2A1"
"172534"	"ZDHHC19"	"CBR1"
"172535"	"ZDHHC19"	"RAB5A"
"172536"	"ZDHHC19"	"TYMP"
"172537"	"ZDHHC19"	"QSOX1"
"172538"	"ZDHHC19"	"CDSN"
"172539"	"ZDHHC19"	"CRYAB"
"172540"	"ZDHHC19"	"SERPINB2"
"172541"	"ZDHHC19"	"LOR"
"172542"	"ZDHHC19"	"NCCRP1"
"172543"	"ZDHHC19"	"ECM1"
"172544"	"ZDHHC19"	"PIGR"
"172545"	"ZDHHC19"	"KLK5"
"172546"	"ZDHHC19"	"HBB"
"172547"	"ZDHHC19"	"SERPINB7"
"172548"	"ZDHHC19"	"PITHD1"
"172549"	"ZDHHC19"	"KPRP"
"172550"	"ZDHHC19"	"DMKN"
"172551"	"ZDHHC19"	"LOC100509631"
"172552"	"HSPA8"	"C9orf171"
"172553"	"SERPINA12"	"C9orf171"
"172554"	"TNNC2"	"C9orf78"
"172555"	"RHOA"	"ELMOD1"
"172556"	"PBLD"	"FCAR"
"172557"	"HMOX1"	"GBAS"
"172558"	"TMLHE"	"GBAS"
"172559"	"HSPD1"	"GBAS"
"172560"	"GBAS"	"CRAT"
"172562"	"TNPO2"	"HMOX1"
"172563"	"NCS1"	"HMOX1"
"172564"	"HPCAL1"	"HMOX1"
"172565"	"TAP1"	"HMOX1"
"172566"	"PIGS"	"HMOX1"
"172567"	"PTDSS2"	"HMOX1"
"172568"	"HMOX1"	"B3GAT3"
"172569"	"HYLS1"	"CEP120"
"172570"	"LACTB2"	"ACTN3"
"172571"	"MYH1"	"LACTB2"
"172572"	"MYH7"	"LACTB2"
"172573"	"MYH13"	"LACTB2"
"172574"	"MYH4"	"LACTB2"
"172575"	"LACTB2"	"CKM"
"172576"	"SCRN1"	"LACTB2"
"172581"	"ALDH1A2"	"AKTIP"
"172583"	"MRS2"	"AKTIP"
"172585"	"URB2"	"AQP3"
"172586"	"HEATR2"	"AQP3"
"172587"	"CYP24A1"	"AQP3"
"172588"	"ERBB2"	"AQP3"
"172589"	"KIAA0368"	"AQP3"
"172591"	"RFT1"	"AQP3"
"172592"	"SLC25A3"	"AQP3"
"172594"	"LNPEP"	"AQP3"
"172595"	"STAT1"	"AQP3"
"172597"	"COX15"	"AQP3"
"172598"	"RAB38"	"AQP3"
"172599"	"RAB7L1"	"AQP3"
"172600"	"SMPD4"	"AQP3"
"172601"	"C16orf58"	"AQP3"
"172602"	"TUBB"	"AQP3"
"172603"	"TUBB3"	"AQP3"
"172604"	"GLG1"	"AQP3"
"172605"	"AUP1"	"AQP3"
"172606"	"AQP3"	"ADCK4"
"172607"	"CYP2S1"	"AQP3"
"172608"	"MMP15"	"AQP3"
"172609"	"C12orf23"	"AQP3"
"172610"	"HSPA12B"	"AQP3"
"172611"	"TNPO2"	"AQP3"
"172612"	"C11orf2"	"AQP3"
"172613"	"GGCX"	"AQP3"
"172614"	"FASTKD1"	"AQP3"
"172615"	"FIS1"	"AQP3"
"172616"	"PISD"	"AQP3"
"172617"	"C3orf1"	"AQP3"
"172618"	"AQP3"	"AGPAT5"
"172619"	"RARS2"	"AQP3"
"172620"	"HAX1"	"AQP3"
"172622"	"SLC25A40"	"AQP3"
"172623"	"CLPTM1L"	"AQP3"
"172624"	"TMEM209"	"AQP3"
"172625"	"INTS1"	"AQP3"
"172627"	"ATP6V1H"	"AQP3"
"172628"	"TAP1"	"AQP3"
"172629"	"AQP3"	"ABHD12"
"172630"	"CDS2"	"AQP3"
"172631"	"WDR11"	"AQP3"
"172632"	"TELO2"	"AQP3"
"172633"	"SLC5A3"	"AQP3"
"172634"	"SLC39A10"	"AQP3"
"172635"	"TOMM22"	"AQP3"
"172636"	"KITLG"	"AQP3"
"172637"	"CDKAL1"	"AQP3"
"172639"	"TFB2M"	"AQP3"
"172640"	"MSI1"	"AQP3"
"172641"	"TBC1D9B"	"AQP3"
"172642"	"SC4MOL"	"AQP3"
"172643"	"ICAM5"	"AQP3"
"172644"	"F2RL1"	"AQP3"
"172645"	"IRAK1"	"AQP3"
"172646"	"POMGNT1"	"AQP3"
"172647"	"SAMM50"	"AQP3"
"172648"	"SLC1A1"	"AQP3"
"172649"	"UNC93B1"	"AQP3"
"172650"	"PTDSS2"	"AQP3"
"172651"	"LYPLA1"	"AQP3"
"172652"	"ERAP1"	"AQP3"
"172653"	"WDFY3"	"AQP3"
"172654"	"RER1"	"AQP3"
"172655"	"BMPR1A"	"AQP3"
"172656"	"DYM"	"AQP3"
"172657"	"CDS1"	"AQP3"
"172658"	"AQP3"	"AGPAT2"
"172659"	"CLN6"	"AQP3"
"172660"	"SLC30A9"	"AQP3"
"172662"	"SLC27A3"	"AQP3"
"172663"	"ITPRIPL2"	"AQP3"
"172664"	"SCAMP2"	"AQP3"
"172665"	"THADA"	"AQP3"
"172666"	"PTPMT1"	"AQP3"
"172667"	"SRPR"	"AQP3"
"172668"	"AQP3"	"ACAD10"
"172669"	"BTAF1"	"AQP3"
"172670"	"CPT1A"	"AQP3"
"172671"	"GCN1L1"	"AQP3"
"172672"	"ICMT"	"AQP3"
"172673"	"ECE1"	"AQP3"
"172674"	"SORT1"	"AQP3"
"172675"	"ATP2A3"	"AQP3"
"172676"	"LPGAT1"	"AQP3"
"172677"	"HLA-F"	"AQP3"
"172678"	"HLA-C"	"AQP3"
"172679"	"INTS5"	"AQP3"
"172680"	"SEC61A2"	"AQP3"
"172681"	"PGM3"	"AQP3"
"172682"	"XPO5"	"AQP3"
"172683"	"HLTF"	"AQP3"
"172684"	"LPCAT4"	"AQP3"
"172685"	"MON2"	"AQP3"
"172686"	"FANCD2"	"AQP3"
"172687"	"CLCN2"	"AQP3"
"172688"	"AQP3"	"ACSL1"
"172689"	"XPO1"	"AQP3"
"172690"	"KIAA1274"	"AQP3"
"172691"	"DHRS7B"	"AQP3"
"172692"	"PIGG"	"AQP3"
"172693"	"CYFIP2"	"AQP3"
"172694"	"CSE1L"	"AQP3"
"172697"	"AQP3"	"ABCB7"
"172698"	"MYO19"	"AQP3"
"172699"	"FASTKD5"	"AQP3"
"172700"	"ICAM1"	"AQP3"
"172701"	"SLC35E1"	"AQP3"
"172702"	"SPG7"	"AQP3"
"172704"	"PANK4"	"AQP3"
"172705"	"SPINT1"	"AQP3"
"172707"	"TUBA1A"	"AQP3"
"172709"	"STX17"	"AQP3"
"172710"	"PEX3"	"AQP3"
"172711"	"SLC25A4"	"AQP3"
"172712"	"SLC25A6"	"AQP3"
"172713"	"RHBDF2"	"AQP3"
"172714"	"AQP3"	"ACSF2"
"172715"	"SPNS1"	"AQP3"
"172716"	"C9orf125"	"AQP3"
"172717"	"DNM1"	"AQP3"
"172718"	"AQP3"	"AGPAT6"
"172719"	"MAN1B1"	"AQP3"
"172720"	"ARMC6"	"AQP3"
"172721"	"ECHDC1"	"AQP3"
"172722"	"IFITM3"	"AQP3"
"172723"	"ZHX3"	"ECHDC2"
"172724"	"ECHDC2"	"DBT"
"172727"	"ECHDC2"	"C14orf156"
"172728"	"ECHDC2"	"CYP24A1"
"172729"	"IVD"	"ECHDC2"
"172732"	"LONP1"	"ECHS1"
"172733"	"ECHS1"	"CUL7"
"172734"	"IGKC"	"EGFL8"
"172735"	"TF"	"EGFL8"
"172736"	"IGLL5"	"EGFL8"
"172737"	"IGLC7"	"EGFL8"
"172738"	"EGFL8"	"A2M"
"172739"	"EGFL8"	"ALB"
"172740"	"HSPA5"	"EGFL8"
"172741"	"EGFL8"	"C3"
"172742"	"FGB"	"EGFL8"
"172743"	"EGFL8"	"APOA1"
"172744"	"IGHG2"	"EGFL8"
"172745"	"IGHG1"	"EGFL8"
"172746"	"KANK2"	"EGFL8"
"172747"	"EGFL8"	"CP"
"172748"	"LCN1"	"EGFL8"
"172749"	"SERPINA3"	"EGFL8"
"172750"	"LCP1"	"EGFL8"
"172751"	"PIGR"	"EGFL8"
"172752"	"HP"	"EGFL8"
"172753"	"S100A9"	"EGFL8"
"172754"	"LTF"	"EGFL8"
"172755"	"SERPINA1"	"EGFL8"
"172756"	"MNDA"	"EGFL8"
"172757"	"GC"	"EGFL8"
"172758"	"LCN2"	"EGFL8"
"172759"	"EGFL8"	"BPI"
"172760"	"SERPING1"	"EGFL8"
"172761"	"EGFL8"	"C20orf114"
"172762"	"HPX"	"EGFL8"
"172763"	"OLFM4"	"EGFL8"
"172764"	"IGHM"	"EGFL8"
"172765"	"VIM"	"EGFL8"
"172766"	"MPO"	"EGFL8"
"172767"	"MMP9"	"EGFL8"
"172769"	"EGFL8"	"CTSG"
"172770"	"ORM1"	"EGFL8"
"172771"	"IGHA1"	"EGFL8"
"172773"	"PRTN3"	"EGFL8"
"172774"	"SMTNL2"	"EGFL8"
"172775"	"FAM181A"	"DIS3"
"172776"	"FAM181A"	"CLYBL"
"172777"	"PSMG3"	"FAM181A"
"172778"	"SDCBP2"	"FAM83A"
"172779"	"RNF219"	"FAM83A"
"172780"	"MCCC1"	"FAM83A"
"172781"	"VSIG8"	"FAM83A"
"172782"	"SUGP2"	"FAM83A"
"172783"	"IQSEC1"	"FAM83A"
"172795"	"GBP3"	"DECR2"
"172796"	"GBP3"	"CASP6"
"172797"	"GBP3"	"ACTL6B"
"172798"	"PGK2"	"GDPD1"
"172799"	"NSF"	"GNMT"
"172800"	"LACRT"	"GNMT"
"172801"	"HSD11B1"	"DAD1"
"172802"	"OS9"	"HSD11B1"
"172803"	"HSD11B1"	"ACSL4"
"172804"	"INSR"	"HSD11B1"
"172805"	"SURF1"	"HSD11B1"
"172807"	"KCTD17"	"CDK5RAP1"
"172808"	"ZNF358"	"KCTD17"
"172809"	"TRMT2A"	"KCTD17"
"172810"	"ZNF57"	"KCTD17"
"172811"	"KCTD17"	"CUL3"
"172814"	"KCTD17"	"GLRX3"
"172818"	"POLR2J"	"KCTD17"
"172821"	"KCTD17"	"CDC42BPB"
"172823"	"NARF"	"KCTD17"
"172825"	"LACTB"	"KCTD17"
"172826"	"KCTD17"	"CTU1"
"172828"	"TRIM33"	"KCTD17"
"172829"	"KCTD17"	"FBRS"
"172830"	"SLC1A3"	"KCTD17"
"172831"	"KCTD17"	"IRF2BPL"
"172832"	"KLHL8"	"KCTD17"
"172833"	"MIDN"	"KCTD17"
"172834"	"PCGF2"	"KCTD17"
"172835"	"OBFC1"	"KCTD17"
"172836"	"TERF2"	"KCTD17"
"172837"	"KCTD17"	"CSNK1D"
"172838"	"NLRP1"	"KCTD17"
"172839"	"PHC2"	"KCTD17"
"172841"	"PXDNL"	"KCTD17"
"172842"	"ZNF579"	"KCTD17"
"172844"	"TTC27"	"KLK5"
"172845"	"SEL1L"	"KLK5"
"172846"	"TUFM"	"KLK5"
"172847"	"KLK5"	"ATP1A3"
"172848"	"KLK5"	"ACAD10"
"172849"	"KLK5"	"HSPA5"
"172850"	"LRP5"	"KLK5"
"172851"	"NUBPL"	"KLK5"
"172852"	"KLK5"	"DHRS7B"
"172854"	"KLK5"	"FBXO2"
"172855"	"OAF"	"KLK5"
"172856"	"KLK5"	"CECR5"
"172857"	"RHOT1"	"KLK5"
"172858"	"RHOT2"	"KLK5"
"172863"	"TM9SF4"	"KLK5"
"172865"	"KLK5"	"CLP1"
"172866"	"TRAPPC9"	"KLK5"
"172867"	"TUBB4"	"KLK5"
"172868"	"TUBB"	"KLK5"
"172869"	"TUBB2C"	"KLK5"
"172871"	"TUBB2A"	"KLK5"
"172873"	"TUBB6"	"KLK5"
"172874"	"KLK5"	"ERLEC1"
"172875"	"KLK5"	"CBWD2"
"172876"	"KLK5"	"CBWD3"
"172877"	"KLK5"	"DDX19B"
"172878"	"PON2"	"KLK5"
"172879"	"TXNRD3"	"KLK5"
"172880"	"PRPS1L1"	"KLK5"
"172881"	"KLK5"	"FUT11"
"172882"	"TIMP1"	"KLK5"
"172883"	"TXNDC11"	"KLK5"
"172884"	"KLK5"	"GGT7"
"172885"	"KLK5"	"GPR107"
"172886"	"MOCS3"	"KLK5"
"172888"	"PRSS8"	"KLK5"
"172889"	"KLK5"	"CDC42EP1"
"172890"	"PEX6"	"KLK5"
"172891"	"PTPRK"	"KLK5"
"172892"	"TMED1"	"KLK5"
"172893"	"LDLR"	"KLK5"
"172894"	"MAP2K3"	"KLK5"
"172895"	"RHOBTB3"	"KLK5"
"172896"	"KLK5"	"CLSTN3"
"172897"	"KLK5"	"CELSR2"
"172898"	"KLK5"	"BMP8B"
"172899"	"SARDH"	"KLK5"
"172900"	"SLCO4A1"	"KLK5"
"172901"	"TMLHE"	"KLK5"
"172902"	"NARS2"	"KLK5"
"172903"	"SLC25A25"	"KLK5"
"172906"	"TACC1"	"KRT222"
"172909"	"KRT222"	"C17orf70"
"172914"	"KRT222"	"EXOC5"
"172915"	"LIME1"	"HSPA1B"
"172916"	"LIME1"	"HSPA8"
"172917"	"LIME1"	"HSPA6"
"172918"	"LIME1"	"HSPA9"
"172919"	"LIME1"	"HSPA2"
"172920"	"NAPA"	"LIME1"
"172921"	"ZYG11B"	"LIME1"
"172923"	"PPP3R1"	"LIME1"
"172924"	"LIME1"	"HPCAL1"
"172925"	"LIME1"	"GPX1"
"172926"	"LIME1"	"DPY19L1"
"172929"	"MOG"	"ATP5I"
"172930"	"MOG"	"ATP5B"
"172931"	"SAAL1"	"MOG"
"172932"	"REEP5"	"MOG"
"172933"	"MOG"	"GOPC"
"172934"	"VPS26A"	"MOG"
"172935"	"MOG"	"C4orf32"
"172936"	"TSPAN15"	"MOG"
"172937"	"SCAMP2"	"MOG"
"172938"	"REEP6"	"MOG"
"172939"	"RTN4"	"MOG"
"172940"	"MOG"	"ARL6IP5"
"172941"	"MOG"	"MMP15"
"172942"	"NR2F1"	"MPPED2"
"172944"	"NAPA"	"BNIP1"
"172945"	"NAPB"	"NAPA"
"172946"	"STX4"	"NAPA"
"172947"	"ZW10"	"NAPA"
"172948"	"NAPA"	"GOSR1"
"172949"	"STX5"	"NAPA"
"172950"	"NBAS"	"NAPA"
"172951"	"STX10"	"NAPA"
"172952"	"STXBP3"	"NAPA"
"172953"	"SNAP23"	"NAPA"
"172954"	"NAPA"	"C1orf27"
"172955"	"VTI1A"	"NAPA"
"172956"	"STXBP5"	"NAPA"
"172957"	"SCFD1"	"NAPA"
"172958"	"WDR91"	"NAPA"
"172959"	"VAMP3"	"NAPA"
"172960"	"VAMP2"	"NAPA"
"172961"	"VAMP8"	"NAPA"
"172963"	"VAMP7"	"NAPA"
"172964"	"STX16"	"NAPA"
"172965"	"NAPA"	"C19orf25"
"172966"	"WDR81"	"NAPA"
"172967"	"NAPA"	"B4GALT5"
"172968"	"RBMY1B"	"NT5C3L"
"172969"	"SULT1A3"	"OTUD6B"
"172971"	"OTUD6B"	"BTBD2"
"172972"	"S100A8"	"PHF11"
"172973"	"PHF11"	"KLK7"
"172974"	"PHF11"	"IGKC"
"172975"	"TF"	"PHF11"
"172976"	"TTR"	"PHF11"
"172977"	"PHF11"	"ITIH1"
"172978"	"PHF11"	"HMOX1"
"172979"	"PHF11"	"IGLC6"
"172980"	"PHF11"	"IGLL5"
"172981"	"PHF11"	"A2M"
"172982"	"PHF11"	"H2AFY"
"172983"	"PHF11"	"C3"
"172984"	"PHF11"	"ALB"
"172985"	"PHF11"	"LOC100507685"
"172986"	"SERPINA3"	"PHF11"
"172987"	"PHF11"	"IVL"
"172988"	"PPL"	"PHF11"
"172989"	"PHF11"	"HAL"
"172990"	"PHF11"	"CALML5"
"172991"	"TMEM40"	"PHF11"
"172992"	"PHF11"	"APOA2"
"172993"	"PHF11"	"ITIH2"
"172994"	"PHF11"	"FGB"
"172995"	"PHF11"	"NAPA"
"172996"	"TGM1"	"PHF11"
"172997"	"TRIM29"	"PHF11"
"172998"	"PHF11"	"FGG"
"172999"	"PHF11"	"APOA1"
"173000"	"PHF11"	"HIST1H1B"
"173001"	"SBSN"	"PHF11"
"173002"	"PHF11"	"HRG"
"173003"	"PHF11"	"AKR1B10"
"173004"	"PHF11"	"IGHG1"
"173005"	"PHF11"	"IGHG2"
"173006"	"PHF11"	"IGHG3"
"173007"	"PHF11"	"IGHG4"
"173008"	"PHF11"	"AGT"
"173009"	"PHF11"	"C5"
"173010"	"PHF11"	"APOB"
"173011"	"PHF11"	"APOA4"
"173012"	"PHF11"	"CP"
"173013"	"PHF11"	"EVPL"
"173014"	"TREX2"	"PHF11"
"173015"	"PHF11"	"CKAP4"
"173016"	"PHF11"	"AIM1"
"173017"	"PHF11"	"A2ML1"
"173018"	"PHF11"	"CFB"
"173019"	"PKP1"	"PHF11"
"173020"	"PHF11"	"LGALS7B"
"173021"	"PHF11"	"ANXA8"
"173022"	"PHF11"	"HPR"
"173023"	"PHF11"	"HP"
"173024"	"PHF11"	"EHD1"
"173025"	"S100A9"	"PHF11"
"173026"	"SERPINB4"	"PHF11"
"173027"	"SERPINB3"	"PHF11"
"173028"	"PHF11"	"NT5C3"
"173029"	"SULT2B1"	"PHF11"
"173030"	"TGM3"	"PHF11"
"173031"	"PHF11"	"FGA"
"173032"	"RNASE7"	"PHF11"
"173033"	"SERPINA1"	"PHF11"
"173034"	"POF1B"	"PHF11"
"173035"	"SERPINB7"	"PHF11"
"173036"	"PLG"	"PHF11"
"173037"	"PHF11"	"GSDMA"
"173038"	"PHF11"	"C4BPA"
"173039"	"PHF11"	"NAGK"
"173040"	"STAT3"	"PHF11"
"173041"	"PHF11"	"GC"
"173042"	"PHF11"	"LCN2"
"173043"	"PHF11"	"ENDOU"
"173044"	"PHF11"	"ITIH4"
"173045"	"PHF11"	"GM2A"
"173046"	"SDR16C5"	"PHF11"
"173047"	"PLA2G4D"	"PHF11"
"173048"	"PHF11"	"LASS3"
"173049"	"PHF11"	"CBR1"
"173050"	"RAB5A"	"PHF11"
"173051"	"TYMP"	"PHF11"
"173052"	"PHF11"	"ARHGAP1"
"173053"	"SERPING1"	"PHF11"
"173054"	"PHF11"	"AHSG"
"173055"	"PHF11"	"ACPP"
"173056"	"PHF11"	"IL1F5"
"173057"	"PHF11"	"HPX"
"173058"	"S100A7A"	"PHF11"
"173059"	"S100A7"	"PHF11"
"173060"	"PHF11"	"ALOX12B"
"173061"	"PHF11"	"IGHM"
"173062"	"PHF11"	"NDRG2"
"173063"	"PHF11"	"CASP6"
"173064"	"PON1"	"PHF11"
"173065"	"PHF11"	"C12orf5"
"173066"	"PHF11"	"IL1F9"
"173067"	"PHF11"	"PAPL"
"173068"	"PHF11"	"APCS"
"173069"	"PHF11"	"CFH"
"173070"	"PHF11"	"KLK6"
"173071"	"SERPINF1"	"PHF11"
"173072"	"PHF11"	"HMGCS1"
"173073"	"SERPINB2"	"PHF11"
"173074"	"PHF11"	"C2orf54"
"173075"	"PHF11"	"FCGBP"
"173076"	"PHF11"	"NCCRP1"
"173077"	"PHF11"	"CALML3"
"173078"	"PLA2G4E"	"PHF11"
"173079"	"SERPINB13"	"PHF11"
"173080"	"PHF11"	"AHNAK2"
"173081"	"PHF11"	"ARL8B"
"173082"	"PHF11"	"A1BG"
"173083"	"SERPIND1"	"PHF11"
"173084"	"PHF11"	"ORM2"
"173085"	"PHF11"	"ORM1"
"173086"	"PHF11"	"HIST2H3PS2"
"173087"	"PHF11"	"IGHA2"
"173088"	"PHF11"	"IGHA1"
"173089"	"PHF11"	"KNG1"
"173090"	"PHF11"	"KLK10"
"173091"	"PHF11"	"GLUL"
"173092"	"PHF11"	"CRYAB"
"173093"	"VTN"	"PHF11"
"173094"	"PHF11"	"HIP1R"
"173095"	"QSOX1"	"PHF11"
"173096"	"PHF11"	"IL1RN"
"173097"	"SELENBP1"	"RGR"
